entry,at,order
"""Barrett @ DpaA9Z-_WZ"" paid 3.00 for the 7-2 bounty to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:12:59.862Z,175739837986200
"""Greg2 @ vkTMby1HzQ"" shows a 2♠, 7♣.",2025-09-09T06:12:56.864Z,175739837686400
"-- ending hand #260 --",2025-09-09T06:12:56.208Z,175739837620802
"""Greg2 @ vkTMby1HzQ"" collected 8.00 from pot",2025-09-09T06:12:56.208Z,175739837620801
"Uncalled bet of 6.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:12:56.208Z,175739837620800
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:12:55.338Z,175739837533800
"""Greg2 @ vkTMby1HzQ"" bets 6.00",2025-09-09T06:12:54.138Z,175739837413800
"Flop:  [Q♣, 5♣, 7♥]",2025-09-09T06:12:51.206Z,175739837120600
"""Barrett @ DpaA9Z-_WZ"" calls 4.00",2025-09-09T06:12:50.383Z,175739837038300
"""Greg2 @ vkTMby1HzQ"" raises to 4.00",2025-09-09T06:12:48.813Z,175739836881300
"""Barrett @ DpaA9Z-_WZ"" calls 1.00",2025-09-09T06:12:45.810Z,175739836581000
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:12:44.002Z,175739836400205
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:12:44.002Z,175739836400204
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (74.50) | #9 ""Greg2 @ vkTMby1HzQ"" (85.50)",2025-09-09T06:12:44.002Z,175739836400201
"-- starting hand #260 (id: iqgeasiwd3mi)  (No Limit Texas Hold'em) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:12:44.002Z,175739836400200
"-- ending hand #259 --",2025-09-09T06:12:41.000Z,175739836100002
"""Barrett @ DpaA9Z-_WZ"" collected 1.00 from pot",2025-09-09T06:12:41.000Z,175739836100001
"Uncalled bet of 0.50 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:12:41.000Z,175739836100000
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:12:40.122Z,175739836012200
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:12:38.397Z,175739835839706
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:12:38.397Z,175739835839705
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (74.00) | #9 ""Greg2 @ vkTMby1HzQ"" (86.00)",2025-09-09T06:12:38.397Z,175739835839702
"-- starting hand #259 (id: vosjhhhvnzbk)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:12:38.397Z,175739835839701
"Poker variant defined as ""No Limit Texas Hold'em"" by the game type rotation.",2025-09-09T06:12:38.397Z,175739835839700
"-- ending hand #258 --",2025-09-09T06:12:35.472Z,175739835547202
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:12:35.472Z,175739835547201
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:12:35.472Z,175739835547200
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:12:34.668Z,175739835466800
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:12:31.671Z,175739835167105
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:12:31.671Z,175739835167104
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (74.50) | #9 ""Greg2 @ vkTMby1HzQ"" (85.50)",2025-09-09T06:12:31.671Z,175739835167101
"-- starting hand #258 (id: ijb94sycuhbg)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:12:31.671Z,175739835167100
"-- ending hand #257 --",2025-09-09T06:12:28.761Z,175739834876102
"""Greg2 @ vkTMby1HzQ"" collected 2.00 from pot",2025-09-09T06:12:28.761Z,175739834876101
"Uncalled bet of 2.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:12:28.761Z,175739834876100
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:12:27.940Z,175739834794000
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:12:26.732Z,175739834673200
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:12:23.612Z,175739834361205
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:12:23.612Z,175739834361204
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (75.50) | #9 ""Greg2 @ vkTMby1HzQ"" (84.50)",2025-09-09T06:12:23.612Z,175739834361201
"-- starting hand #257 (id: n7xbxclpxknu)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:12:23.612Z,175739834361200
"-- ending hand #256 --",2025-09-09T06:12:20.659Z,175739834065902
"""Barrett @ DpaA9Z-_WZ"" collected 18.00 from pot",2025-09-09T06:12:20.659Z,175739834065901
"Uncalled bet of 18.00 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:12:20.659Z,175739834065900
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:12:19.819Z,175739833981900
"""Barrett @ DpaA9Z-_WZ"" bets 18.00",2025-09-09T06:12:18.330Z,175739833833000
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:12:15.256Z,175739833525600
"Turn: 3♠, 7♥, 6♥ [5♦]",2025-09-09T06:12:13.198Z,175739833319800
"""Greg2 @ vkTMby1HzQ"" calls 6.00",2025-09-09T06:12:12.371Z,175739833237100
"""Barrett @ DpaA9Z-_WZ"" bets 6.00",2025-09-09T06:12:10.323Z,175739833032300
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:12:07.979Z,175739832797900
"Flop:  [3♠, 7♥, 6♥]",2025-09-09T06:12:04.794Z,175739832479400
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:12:03.981Z,175739832398100
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:12:02.762Z,175739832276200
"""Barrett @ DpaA9Z-_WZ"" calls 1.00",2025-09-09T06:11:59.863Z,175739831986300
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:11:57.763Z,175739831776305
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:11:57.763Z,175739831776304
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (66.50) | #9 ""Greg2 @ vkTMby1HzQ"" (93.50)",2025-09-09T06:11:57.763Z,175739831776301
"-- starting hand #256 (id: utq74jh36kvc)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:11:57.763Z,175739831776300
"-- ending hand #255 --",2025-09-09T06:11:51.758Z,175739831175804
"""Barrett @ DpaA9Z-_WZ"" collected 3.00 from pot with low hand with seven high (combination: A♣, 3♥, 4♥, 5♠, 7♣)",2025-09-09T06:11:51.758Z,175739831175803
"""Barrett @ DpaA9Z-_WZ"" collected 3.00 from pot with hi hand with a pair of jacks (combination: 7♣, Q♣, A♣, J♠, J♦)",2025-09-09T06:11:51.758Z,175739831175802
"""Barrett @ DpaA9Z-_WZ"" shows a 5♠, J♠, J♦, 3♥.",2025-09-09T06:11:51.758Z,175739831175801
"""Greg2 @ vkTMby1HzQ"" shows a 10♠, 9♣, 3♠, 8♠.",2025-09-09T06:11:51.758Z,175739831175800
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:11:50.873Z,175739831087300
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:11:49.339Z,175739830933900
"River: 7♣, A♣, 4♥, Q♣ [3♣]",2025-09-09T06:11:46.799Z,175739830679900
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:11:45.972Z,175739830597200
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:11:44.128Z,175739830412800
"Turn: 7♣, A♣, 4♥ [Q♣]",2025-09-09T06:11:42.156Z,175739830215600
"""Barrett @ DpaA9Z-_WZ"" calls 1.00",2025-09-09T06:11:41.278Z,175739830127800
"""Greg2 @ vkTMby1HzQ"" bets 1.00",2025-09-09T06:11:38.252Z,175739829825200
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:11:36.272Z,175739829627200
"Flop:  [7♣, A♣, 4♥]",2025-09-09T06:11:33.395Z,175739829339500
"""Barrett @ DpaA9Z-_WZ"" calls 2.00",2025-09-09T06:11:32.569Z,175739829256900
"""Greg2 @ vkTMby1HzQ"" raises to 2.00",2025-09-09T06:11:31.274Z,175739829127400
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:11:26.380Z,175739828638006
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:11:26.380Z,175739828638005
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (63.50) | #9 ""Greg2 @ vkTMby1HzQ"" (96.50)",2025-09-09T06:11:26.380Z,175739828638002
"-- starting hand #255 (id: isbctajb0dpf)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:11:26.380Z,175739828638001
"Poker variant defined as ""Pot Limit Omaha Hi/Lo (8 or Better)"" by the game type rotation.",2025-09-09T06:11:26.380Z,175739828638000
"""Greg2 @ vkTMby1HzQ"" shows a 2♣, 5♠, 7♦, 8♠.",2025-09-09T06:11:24.008Z,175739828400800
"-- ending hand #254 --",2025-09-09T06:11:22.777Z,175739828277702
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:11:22.777Z,175739828277701
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:11:22.777Z,175739828277700
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:11:21.968Z,175739828196800
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:11:20.010Z,175739828001005
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:11:20.010Z,175739828001004
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (64.00) | #9 ""Greg2 @ vkTMby1HzQ"" (96.00)",2025-09-09T06:11:20.010Z,175739828001001
"-- starting hand #254 (id: h1xsu53akrgq)  (Pot Limit Omaha Hi) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:11:20.010Z,175739828001000
"-- ending hand #253 --",2025-09-09T06:11:17.091Z,175739827709102
"""Barrett @ DpaA9Z-_WZ"" collected 1.00 from pot",2025-09-09T06:11:17.091Z,175739827709101
"Uncalled bet of 0.50 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:11:17.091Z,175739827709100
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:11:16.237Z,175739827623700
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:11:12.597Z,175739827259705
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:11:12.597Z,175739827259704
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (63.50) | #9 ""Greg2 @ vkTMby1HzQ"" (96.50)",2025-09-09T06:11:12.597Z,175739827259701
"-- starting hand #253 (id: ci0jbvrvbzgf)  (Pot Limit Omaha Hi) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:11:12.597Z,175739827259700
"-- ending hand #252 --",2025-09-09T06:11:09.689Z,175739826968902
"""Greg2 @ vkTMby1HzQ"" collected 4.00 from pot",2025-09-09T06:11:09.689Z,175739826968901
"Uncalled bet of 3.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:11:09.689Z,175739826968900
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:11:08.837Z,175739826883700
"""Greg2 @ vkTMby1HzQ"" bets 3.00",2025-09-09T06:11:04.495Z,175739826449500
"Turn (second board): J♠, 9♦, 2♥ [A♥]",2025-09-09T06:11:00.918Z,175739826091801
"Turn: 5♣, 9♠, 7♣ [A♣]",2025-09-09T06:11:00.918Z,175739826091800
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:11:00.084Z,175739826008400
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:10:59.048Z,175739825904800
"Flop (second board):  [J♠, 9♦, 2♥]",2025-09-09T06:10:55.144Z,175739825514401
"Flop:  [5♣, 9♠, 7♣]",2025-09-09T06:10:55.144Z,175739825514400
"""Greg2 @ vkTMby1HzQ"" calls 2.00 (bomb pot bet)",2025-09-09T06:10:54.341Z,175739825434100
"""Barrett @ DpaA9Z-_WZ"" posts a bet of 2.00 (bomb pot bet)",2025-09-09T06:10:53.510Z,175739825351000
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (65.50) | #9 ""Greg2 @ vkTMby1HzQ"" (94.50)",2025-09-09T06:10:51.468Z,175739825146801
"-- starting hand #252 (id: cahtj1xucove)  (Pot Limit Omaha Hi) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:10:51.468Z,175739825146800
"-- ending hand #251 --",2025-09-09T06:10:48.564Z,175739824856402
"""Barrett @ DpaA9Z-_WZ"" collected 1.00 from pot",2025-09-09T06:10:48.564Z,175739824856401
"Uncalled bet of 0.50 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:10:48.564Z,175739824856400
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:10:47.755Z,175739824775500
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:10:45.563Z,175739824556306
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:10:45.563Z,175739824556305
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (65.00) | #9 ""Greg2 @ vkTMby1HzQ"" (95.00)",2025-09-09T06:10:45.563Z,175739824556302
"-- starting hand #251 (id: c45sx9s0uino)  (Pot Limit Omaha Hi) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:10:45.563Z,175739824556301
"Poker variant defined as ""Pot Limit Omaha Hi"" by the game type rotation.",2025-09-09T06:10:45.563Z,175739824556300
"-- ending hand #250 --",2025-09-09T06:10:42.660Z,175739824266002
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:10:42.660Z,175739824266001
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:10:42.660Z,175739824266000
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:10:41.840Z,175739824184000
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:10:40.159Z,175739824015905
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:10:40.159Z,175739824015904
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (65.50) | #9 ""Greg2 @ vkTMby1HzQ"" (94.50)",2025-09-09T06:10:40.159Z,175739824015901
"-- starting hand #250 (id: kdbw7fv1ih6h)  (No Limit Texas Hold'em) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:10:40.159Z,175739824015900
"-- ending hand #249 --",2025-09-09T06:10:37.253Z,175739823725302
"""Greg2 @ vkTMby1HzQ"" collected 4.00 from pot",2025-09-09T06:10:37.253Z,175739823725301
"Uncalled bet of 3.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:10:37.253Z,175739823725300
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:10:36.399Z,175739823639900
"""Greg2 @ vkTMby1HzQ"" bets 3.00",2025-09-09T06:10:35.199Z,175739823519900
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:10:31.928Z,175739823192800
"Flop (second board):  [6♥, A♦, J♥]",2025-09-09T06:10:29.713Z,175739822971301
"Flop:  [5♠, 6♠, 9♠]",2025-09-09T06:10:29.713Z,175739822971300
"""Barrett @ DpaA9Z-_WZ"" calls 2.00 (bomb pot bet)",2025-09-09T06:10:28.909Z,175739822890900
"""Greg2 @ vkTMby1HzQ"" posts a bet of 2.00 (bomb pot bet)",2025-09-09T06:10:28.095Z,175739822809500
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (67.50) | #9 ""Greg2 @ vkTMby1HzQ"" (92.50)",2025-09-09T06:10:26.091Z,175739822609101
"-- starting hand #249 (id: tniuzgxi4pot)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:10:26.091Z,175739822609100
"""Greg2 @ vkTMby1HzQ"" shows a 7♠, 4♥.",2025-09-09T06:10:23.252Z,175739822325200
"-- ending hand #248 --",2025-09-09T06:10:22.444Z,175739822244402
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:10:22.444Z,175739822244401
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:10:22.444Z,175739822244400
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:10:21.622Z,175739822162200
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:10:20.239Z,175739822023905
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:10:20.239Z,175739822023904
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (68.00) | #9 ""Greg2 @ vkTMby1HzQ"" (92.00)",2025-09-09T06:10:20.239Z,175739822023901
"-- starting hand #248 (id: bupaphymhahx)  (No Limit Texas Hold'em) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:10:20.239Z,175739822023900
"-- ending hand #247 --",2025-09-09T06:10:17.233Z,175739821723302
"""Barrett @ DpaA9Z-_WZ"" collected 15.00 from pot",2025-09-09T06:10:17.233Z,175739821723301
"Uncalled bet of 15.00 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:10:17.233Z,175739821723300
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:10:16.378Z,175739821637800
"""Barrett @ DpaA9Z-_WZ"" bets 15.00",2025-09-09T06:10:14.357Z,175739821435700
"River: 10♣, 5♦, 6♠, K♠ [3♥]",2025-09-09T06:10:09.074Z,175739820907400
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:10:08.260Z,175739820826000
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:10:06.737Z,175739820673700
"Turn: 10♣, 5♦, 6♠ [K♠]",2025-09-09T06:10:04.818Z,175739820481800
"""Barrett @ DpaA9Z-_WZ"" calls 4.50",2025-09-09T06:10:03.935Z,175739820393500
"""Greg2 @ vkTMby1HzQ"" bets 4.50",2025-09-09T06:10:02.690Z,175739820269000
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:09:59.799Z,175739819979900
"Flop:  [10♣, 5♦, 6♠]",2025-09-09T06:09:57.336Z,175739819733600
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:09:56.519Z,175739819651900
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:09:54.622Z,175739819462200
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:09:52.253Z,175739819225305
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:09:52.253Z,175739819225304
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (60.50) | #9 ""Greg2 @ vkTMby1HzQ"" (99.50)",2025-09-09T06:09:52.253Z,175739819225301
"-- starting hand #247 (id: myhwzuqxvysb)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:09:52.253Z,175739819225300
"-- ending hand #246 --",2025-09-09T06:09:49.253Z,175739818925302
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:09:49.253Z,175739818925301
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:09:49.253Z,175739818925300
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:09:48.349Z,175739818834900
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:09:46.878Z,175739818687805
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:09:46.878Z,175739818687804
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (61.00) | #9 ""Greg2 @ vkTMby1HzQ"" (99.00)",2025-09-09T06:09:46.878Z,175739818687801
"-- starting hand #246 (id: 7nl7k8firxuf)  (No Limit Texas Hold'em) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:09:46.878Z,175739818687800
"-- ending hand #245 --",2025-09-09T06:09:43.944Z,175739818394402
"""Greg2 @ vkTMby1HzQ"" collected 2.00 from pot",2025-09-09T06:09:43.944Z,175739818394401
"Uncalled bet of 2.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:09:43.944Z,175739818394400
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:09:43.139Z,175739818313900
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:09:40.931Z,175739818093100
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:09:38.073Z,175739817807305
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:09:38.073Z,175739817807304
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (62.00) | #9 ""Greg2 @ vkTMby1HzQ"" (98.00)",2025-09-09T06:09:38.073Z,175739817807301
"-- starting hand #245 (id: 9pepsnkkbmm5)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:09:38.073Z,175739817807300
"-- ending hand #244 --",2025-09-09T06:09:35.113Z,175739817511302
"""Greg2 @ vkTMby1HzQ"" collected 10.00 from pot",2025-09-09T06:09:35.113Z,175739817511301
"Uncalled bet of 10.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:09:35.113Z,175739817511300
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:09:34.299Z,175739817429900
"""Greg2 @ vkTMby1HzQ"" bets 10.00",2025-09-09T06:09:33.251Z,175739817325100
"Turn (second board): 9♥, 10♠, 7♠ [Q♠]",2025-09-09T06:09:29.069Z,175739816906901
"Turn: A♣, J♦, 6♣ [3♣]",2025-09-09T06:09:29.069Z,175739816906900
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:09:28.218Z,175739816821800
"""Greg2 @ vkTMby1HzQ"" bets 3.00",2025-09-09T06:09:26.292Z,175739816629200
"Flop (second board):  [9♥, 10♠, 7♠]",2025-09-09T06:09:21.692Z,175739816169201
"Flop:  [A♣, J♦, 6♣]",2025-09-09T06:09:21.692Z,175739816169200
"""Greg2 @ vkTMby1HzQ"" calls 2.00 (bomb pot bet)",2025-09-09T06:09:20.876Z,175739816087600
"""Barrett @ DpaA9Z-_WZ"" posts a bet of 2.00 (bomb pot bet)",2025-09-09T06:09:20.065Z,175739816006500
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (67.00) | #9 ""Greg2 @ vkTMby1HzQ"" (93.00)",2025-09-09T06:09:17.999Z,175739815799901
"-- starting hand #244 (id: 2kpv3kyltkzm)  (No Limit Texas Hold'em) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:09:17.999Z,175739815799900
"-- ending hand #243 --",2025-09-09T06:09:09.991Z,175739814999104
"""Barrett @ DpaA9Z-_WZ"" collected 67.00 from pot with Full House, 4's over Q's on the second board  (combination: 4♥, 4♣, 4♦, Q♠, Q♣)",2025-09-09T06:09:09.991Z,175739814999103
"""Greg2 @ vkTMby1HzQ"" collected 67.00 from pot with Flush, Kh High (combination: K♥, Q♥, 10♥, 9♥, 7♥)",2025-09-09T06:09:09.991Z,175739814999102
"""Barrett @ DpaA9Z-_WZ"" shows a 9♠, Q♠.",2025-09-09T06:09:09.991Z,175739814999101
"""Greg2 @ vkTMby1HzQ"" shows a 10♥, 9♥.",2025-09-09T06:09:09.991Z,175739814999100
"""Barrett @ DpaA9Z-_WZ"" calls 52.00 and go all in",2025-09-09T06:09:09.119Z,175739814911900
"""Greg2 @ vkTMby1HzQ"" bets 52.00",2025-09-09T06:09:07.236Z,175739814723600
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:09:02.343Z,175739814234300
"River (second board): 4♥, J♥, Q♣, 4♣ [4♦]",2025-09-09T06:08:56.021Z,175739813602101
"River: Q♥, 7♥, K♥, Q♦ [5♦]",2025-09-09T06:08:56.021Z,175739813602100
"""Barrett @ DpaA9Z-_WZ"" calls 10.00",2025-09-09T06:08:55.209Z,175739813520900
"""Greg2 @ vkTMby1HzQ"" bets 10.00",2025-09-09T06:08:53.644Z,175739813364400
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:08:50.797Z,175739813079700
"Turn (second board): 4♥, J♥, Q♣ [4♣]",2025-09-09T06:08:48.364Z,175739812836401
"Turn: Q♥, 7♥, K♥ [Q♦]",2025-09-09T06:08:48.364Z,175739812836400
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:08:47.477Z,175739812747700
"""Greg2 @ vkTMby1HzQ"" bets 3.00",2025-09-09T06:08:46.116Z,175739812611600
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:08:42.549Z,175739812254900
"Flop (second board):  [4♥, J♥, Q♣]",2025-09-09T06:08:39.448Z,175739811944801
"Flop:  [Q♥, 7♥, K♥]",2025-09-09T06:08:39.448Z,175739811944800
"""Barrett @ DpaA9Z-_WZ"" calls 2.00 (bomb pot bet)",2025-09-09T06:08:38.608Z,175739811860800
"""Greg2 @ vkTMby1HzQ"" posts a bet of 2.00 (bomb pot bet)",2025-09-09T06:08:37.789Z,175739811778900
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (67.00) | #9 ""Greg2 @ vkTMby1HzQ"" (93.00)",2025-09-09T06:08:35.760Z,175739811576002
"-- starting hand #243 (id: ts83a2q0wyo7)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:08:35.760Z,175739811576001
"Poker variant defined as ""No Limit Texas Hold'em"" by the game type rotation.",2025-09-09T06:08:35.760Z,175739811576000
"-- ending hand #242 --",2025-09-09T06:08:32.797Z,175739811279702
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:08:32.797Z,175739811279701
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:08:32.797Z,175739811279700
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:08:31.979Z,175739811197900
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:08:29.175Z,175739810917505
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:08:29.175Z,175739810917504
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (67.50) | #9 ""Greg2 @ vkTMby1HzQ"" (92.50)",2025-09-09T06:08:29.175Z,175739810917501
"-- starting hand #242 (id: eeypsh7ujo9s)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:08:29.175Z,175739810917500
