entry,at,order
"-- starting hand #217 (id: 0wgofknmbfeb)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Ben @ Mn8Pxw4x79"") --",2025-08-01T05:12:29.096Z,175402514909600
"""xuyan @ g17hvTKmo8"" shows a 3♠.",2025-08-01T05:12:26.597Z,175402514659700
"""xuyan @ g17hvTKmo8"" shows a 4♥.",2025-08-01T05:12:26.198Z,175402514619800
"-- ending hand #216 --",2025-08-01T05:12:25.471Z,175402514547102
"""BigD @ 3-zQVLqR1l"" collected 195.00 from pot",2025-08-01T05:12:25.471Z,175402514547101
"Uncalled bet of 146.25 returned to ""BigD @ 3-zQVLqR1l""",2025-08-01T05:12:25.471Z,175402514547100
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:12:24.656Z,175402514465600
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:12:04.168Z,175402512416800
"""BigD @ 3-zQVLqR1l"" bets 146.25",2025-08-01T05:12:02.829Z,175402512282900
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:11:53.893Z,175402511389300
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:11:52.921Z,175402511292100
"River: A♦, 6♠, 5♥, K♦ [A♥]",2025-08-01T05:11:49.537Z,175402510953700
"""xuyan @ g17hvTKmo8"" calls 45.00",2025-08-01T05:11:48.699Z,175402510869900
"""Tobi @ C5IYwkBaOk"" calls 45.00",2025-08-01T05:11:43.987Z,175402510398700
"""BigD @ 3-zQVLqR1l"" bets 45.00",2025-08-01T05:11:40.383Z,175402510038300
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:11:35.211Z,175402509521100
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:11:33.971Z,175402509397100
"Turn: A♦, 6♠, 5♥ [K♦]",2025-08-01T05:11:32.176Z,175402509217600
"""Tobi @ C5IYwkBaOk"" calls 12.00",2025-08-01T05:11:31.368Z,175402509136800
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:11:27.668Z,175402508766800
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:11:23.969Z,175402508396900
"""BigD @ 3-zQVLqR1l"" calls 12.00",2025-08-01T05:11:22.467Z,175402508246700
"""xuyan @ g17hvTKmo8"" bets 12.00",2025-08-01T05:11:20.989Z,175402508098900
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:11:18.467Z,175402507846700
"""Barrett @ 6fIcaiOs9B"" folds",2025-08-01T05:11:15.640Z,175402507564000
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:11:14.700Z,175402507470000
"Flop:  [A♦, 6♠, 5♥]",2025-08-01T05:11:05.916Z,175402506591600
"""Barrett @ 6fIcaiOs9B"" calls 4.00 (bomb pot bet)",2025-08-01T05:11:05.058Z,175402506505800
"""Ben @ Mn8Pxw4x79"" calls 4.00 (bomb pot bet)",2025-08-01T05:11:04.224Z,175402506422400
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-08-01T05:11:03.367Z,175402506336700
"""BigD @ 3-zQVLqR1l"" calls 4.00 (bomb pot bet)",2025-08-01T05:11:02.547Z,175402506254700
"""xuyan @ g17hvTKmo8"" calls 4.00 (bomb pot bet)",2025-08-01T05:11:01.741Z,175402506174100
"""Tobi @ C5IYwkBaOk"" posts a bet of 4.00 (bomb pot bet)",2025-08-01T05:11:00.915Z,175402506091500
"Your hand is 8♦, 3♥, J♦, J♥",2025-08-01T05:10:58.907Z,175402505890705
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (878.78) | #3 ""Ben @ Mn8Pxw4x79"" (1257.50) | #4 ""Barrett @ 6fIcaiOs9B"" (677.47) | #6 ""Tobi @ C5IYwkBaOk"" (784.00) | #8 ""xuyan @ g17hvTKmo8"" (564.88) | #9 ""BigD @ 3-zQVLqR1l"" (870.27)",2025-08-01T05:10:58.907Z,175402505890701
"-- starting hand #216 (id: 3vn8uuegq6tn)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-01T05:10:58.907Z,175402505890700
"-- ending hand #215 --",2025-08-01T05:10:52.902Z,175402505290205
"""xuyan @ g17hvTKmo8"" collected 12.00 from pot with low hand with seven high (combination: 2♥, 3♣, 4♥, 5♦, 7♦)",2025-08-01T05:10:52.902Z,175402505290204
"""Greg @ bTWHIJcaFV"" collected 12.00 from pot with hi hand with two pair jacks and tens (combination: 7♦, 10♠, 10♣, J♣, J♥)",2025-08-01T05:10:52.902Z,175402505290203
"""xuyan @ g17hvTKmo8"" shows a 5♦, 4♦, 8♥, 3♣.",2025-08-01T05:10:52.902Z,175402505290202
"""Barrett @ 6fIcaiOs9B"" shows a 8♠, 8♦, 10♦, 5♣.",2025-08-01T05:10:52.902Z,175402505290201
"""Greg @ bTWHIJcaFV"" shows a 8♣, J♣, 10♠, 6♥.",2025-08-01T05:10:52.902Z,175402505290200
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:10:52.092Z,175402505209200
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:10:44.853Z,175402504485300
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:10:43.891Z,175402504389100
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:10:42.990Z,175402504299000
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:10:40.472Z,175402504047200
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:10:38.357Z,175402503835700
"River: 10♣, J♥, 2♥, 4♥ [7♦]",2025-08-01T05:10:32.458Z,175402503245800
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:10:31.626Z,175402503162600
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:10:22.381Z,175402502238100
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:10:20.679Z,175402502067900
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:10:19.830Z,175402501983000
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:10:11.372Z,175402501137200
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:10:08.658Z,175402500865800
"Turn: 10♣, J♥, 2♥ [4♥]",2025-08-01T05:10:06.104Z,175402500610400
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:10:05.294Z,175402500529400
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:10:00.810Z,175402500081000
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:09:59.879Z,175402499987900
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:09:57.050Z,175402499705000
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:09:54.763Z,175402499476300
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:09:50.993Z,175402499099300
"Flop:  [10♣, J♥, 2♥]",2025-08-01T05:09:45.713Z,175402498571300
"""Ben @ Mn8Pxw4x79"" calls 4.00 (bomb pot bet)",2025-08-01T05:09:44.872Z,175402498487200
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-08-01T05:09:44.016Z,175402498401600
"""BigD @ 3-zQVLqR1l"" calls 4.00 (bomb pot bet)",2025-08-01T05:09:43.185Z,175402498318500
"""xuyan @ g17hvTKmo8"" calls 4.00 (bomb pot bet)",2025-08-01T05:09:42.344Z,175402498234400
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-08-01T05:09:41.511Z,175402498151100
"""Barrett @ 6fIcaiOs9B"" posts a bet of 4.00 (bomb pot bet)",2025-08-01T05:09:40.674Z,175402498067400
"Your hand is 7♣, 2♣, J♠, 4♣",2025-08-01T05:09:38.670Z,175402497867005
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (870.78) | #3 ""Ben @ Mn8Pxw4x79"" (1261.50) | #4 ""Barrett @ 6fIcaiOs9B"" (681.47) | #6 ""Tobi @ C5IYwkBaOk"" (788.00) | #8 ""xuyan @ g17hvTKmo8"" (556.88) | #9 ""BigD @ 3-zQVLqR1l"" (874.27)",2025-08-01T05:09:38.670Z,175402497867001
"-- starting hand #215 (id: 4kvydmnahiny)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""BigD @ 3-zQVLqR1l"") --",2025-08-01T05:09:38.670Z,175402497867000
"-- ending hand #214 --",2025-08-01T05:09:32.662Z,175402497266204
"""BigD @ 3-zQVLqR1l"" collected 70.00 from pot with low hand with six high (combination: A♠, 2♥, 3♣, 5♦, 6♠)",2025-08-01T05:09:32.662Z,175402497266203
"""xuyan @ g17hvTKmo8"" collected 70.00 from pot with hi hand with two pair sevens and sixes (combination: A♠, 6♦, 6♠, 7♣, 7♥)",2025-08-01T05:09:32.662Z,175402497266202
"""xuyan @ g17hvTKmo8"" shows a 7♣, K♦, 6♦, 10♥.",2025-08-01T05:09:32.662Z,175402497266201
"""BigD @ 3-zQVLqR1l"" shows a 2♥, 3♦, 5♦, 2♦.",2025-08-01T05:09:32.662Z,175402497266200
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:09:31.843Z,175402497184300
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:09:30.575Z,175402497057500
"River: Q♥, A♠, 6♠, 7♥ [3♣]",2025-08-01T05:09:20.298Z,175402496029800
"""xuyan @ g17hvTKmo8"" calls 35.00",2025-08-01T05:09:19.465Z,175402495946500
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:09:15.456Z,175402495545600
"""BigD @ 3-zQVLqR1l"" bets 35.00",2025-08-01T05:09:12.488Z,175402495248800
"Turn: Q♥, A♠, 6♠ [7♥]",2025-08-01T05:09:00.505Z,175402494050500
"""xuyan @ g17hvTKmo8"" calls 14.00",2025-08-01T05:08:59.688Z,175402493968800
"""Tobi @ C5IYwkBaOk"" calls 14.00",2025-08-01T05:08:58.186Z,175402493818600
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:08:55.496Z,175402493549600
"""BigD @ 3-zQVLqR1l"" bets 14.00",2025-08-01T05:08:52.717Z,175402493271700
"Flop:  [Q♥, A♠, 6♠]",2025-08-01T05:08:40.671Z,175402492067100
"""Greg @ bTWHIJcaFV"" calls 7.00",2025-08-01T05:08:39.859Z,175402491985900
"""BigD @ 3-zQVLqR1l"" calls 7.00",2025-08-01T05:08:35.816Z,175402491581600
"""xuyan @ g17hvTKmo8"" calls 7.00",2025-08-01T05:08:34.136Z,175402491413600
"""Tobi @ C5IYwkBaOk"" raises to 7.00",2025-08-01T05:08:33.121Z,175402491312100
"""Barrett @ 6fIcaiOs9B"" folds",2025-08-01T05:08:30.558Z,175402491055800
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:08:28.453Z,175402490845300
"""Greg @ bTWHIJcaFV"" posts a big blind of 2.00",2025-08-01T05:08:26.751Z,175402490675110
"""BigD @ 3-zQVLqR1l"" posts a small blind of 1.00",2025-08-01T05:08:26.751Z,175402490675109
"Your hand is Q♠, 10♠, J♥, J♠",2025-08-01T05:08:26.751Z,175402490675106
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (877.78) | #3 ""Ben @ Mn8Pxw4x79"" (1261.50) | #4 ""Barrett @ 6fIcaiOs9B"" (681.47) | #6 ""Tobi @ C5IYwkBaOk"" (809.00) | #8 ""xuyan @ g17hvTKmo8"" (542.88) | #9 ""BigD @ 3-zQVLqR1l"" (860.27)",2025-08-01T05:08:26.751Z,175402490675102
"-- starting hand #214 (id: mxefrmh7svrt)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""xuyan @ g17hvTKmo8"") --",2025-08-01T05:08:26.751Z,175402490675101
"Poker variant defined as ""Pot Limit Omaha Hi/Lo (8 or Better)"" by the game type rotation.",2025-08-01T05:08:26.751Z,175402490675100
"""Ben @ Mn8Pxw4x79"" shows a 2♠.",2025-08-01T05:08:25.018Z,175402490501800
"-- ending hand #213 --",2025-08-01T05:08:23.146Z,175402490314602
"""Ben @ Mn8Pxw4x79"" collected 40.00 from pot",2025-08-01T05:08:23.146Z,175402490314601
"Uncalled bet of 20.00 returned to ""Ben @ Mn8Pxw4x79""",2025-08-01T05:08:23.146Z,175402490314600
"""BigD @ 3-zQVLqR1l"" folds",2025-08-01T05:08:22.340Z,175402490234000
"""Ben @ Mn8Pxw4x79"" bets 20.00",2025-08-01T05:08:03.785Z,175402488378500
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:08:00.045Z,175402488004500
"River: 8♠, 10♠, K♠, 3♥ [7♦]",2025-08-01T05:07:56.322Z,175402487632200
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:07:55.484Z,175402487548400
"""Barrett @ 6fIcaiOs9B"" folds",2025-08-01T05:07:54.624Z,175402487462400
"""Ben @ Mn8Pxw4x79"" calls 10.00",2025-08-01T05:07:53.721Z,175402487372100
"""BigD @ 3-zQVLqR1l"" bets 10.00",2025-08-01T05:07:49.144Z,175402486914400
"Turn: 8♠, 10♠, K♠ [3♥]",2025-08-01T05:07:41.837Z,175402486183700
"""Tobi @ C5IYwkBaOk"" calls 2.00",2025-08-01T05:07:40.988Z,175402486098800
"""Barrett @ 6fIcaiOs9B"" calls 2.00",2025-08-01T05:07:39.599Z,175402485959900
"""Ben @ Mn8Pxw4x79"" calls 2.00",2025-08-01T05:07:37.416Z,175402485741600
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:07:36.069Z,175402485606900
"""BigD @ 3-zQVLqR1l"" bets 2.00",2025-08-01T05:07:35.142Z,175402485514200
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:07:30.316Z,175402485031600
"Flop:  [8♠, 10♠, K♠]",2025-08-01T05:07:27.727Z,175402484772700
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:07:26.883Z,175402484688300
"""xuyan @ g17hvTKmo8"" calls 2.00",2025-08-01T05:07:24.723Z,175402484472300
"""Tobi @ C5IYwkBaOk"" calls 2.00",2025-08-01T05:07:22.625Z,175402484262500
"""Barrett @ 6fIcaiOs9B"" calls 2.00",2025-08-01T05:07:20.511Z,175402484051100
"""Ben @ Mn8Pxw4x79"" calls 2.00",2025-08-01T05:07:17.258Z,175402483725800
"""Greg @ bTWHIJcaFV"" calls 2.00",2025-08-01T05:07:15.964Z,175402483596400
"""BigD @ 3-zQVLqR1l"" posts a big blind of 2.00",2025-08-01T05:07:10.423Z,175402483042309
"""xuyan @ g17hvTKmo8"" posts a small blind of 1.00",2025-08-01T05:07:10.423Z,175402483042308
"Your hand is 4♠, A♥, 2♥, A♦",2025-08-01T05:07:10.423Z,175402483042305
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (879.78) | #3 ""Ben @ Mn8Pxw4x79"" (1235.50) | #4 ""Barrett @ 6fIcaiOs9B"" (685.47) | #6 ""Tobi @ C5IYwkBaOk"" (813.00) | #8 ""xuyan @ g17hvTKmo8"" (544.88) | #9 ""BigD @ 3-zQVLqR1l"" (874.27)",2025-08-01T05:07:10.423Z,175402483042301
"-- starting hand #213 (id: kxy20n9ehqhk)  (Pot Limit Omaha Hi) (dealer: ""Tobi @ C5IYwkBaOk"") --",2025-08-01T05:07:10.423Z,175402483042300
"Undealt cards (second board): 9♣, 6♦, 3♣ [Q♥, J♦]",2025-08-01T05:07:06.338Z,175402482633801
"Undealt cards: K♥, A♦, K♣ [7♥, 2♠]",2025-08-01T05:07:06.338Z,175402482633800
"-- ending hand #212 --",2025-08-01T05:07:04.500Z,175402482450002
"""Tobi @ C5IYwkBaOk"" collected 24.00 from pot",2025-08-01T05:07:04.500Z,175402482450001
"Uncalled bet of 24.00 returned to ""Tobi @ C5IYwkBaOk""",2025-08-01T05:07:04.500Z,175402482450000
"""Barrett @ 6fIcaiOs9B"" folds",2025-08-01T05:07:03.671Z,175402482367100
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:07:02.778Z,175402482277800
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:06:58.156Z,175402481815600
"""BigD @ 3-zQVLqR1l"" folds",2025-08-01T05:06:52.724Z,175402481272400
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:06:47.585Z,175402480758500
"""Tobi @ C5IYwkBaOk"" bets 24.00",2025-08-01T05:06:45.993Z,175402480599300
"Flop (second board):  [9♣, 6♦, 3♣]",2025-08-01T05:06:39.680Z,175402479968001
"Flop:  [K♥, A♦, K♣]",2025-08-01T05:06:39.680Z,175402479968000
"""xuyan @ g17hvTKmo8"" calls 4.00 (bomb pot bet)",2025-08-01T05:06:38.872Z,175402479887200
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-08-01T05:06:38.059Z,175402479805900
"""Barrett @ 6fIcaiOs9B"" calls 4.00 (bomb pot bet)",2025-08-01T05:06:37.242Z,175402479724200
"""Ben @ Mn8Pxw4x79"" calls 4.00 (bomb pot bet)",2025-08-01T05:06:36.354Z,175402479635400
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-08-01T05:06:35.471Z,175402479547100
"""BigD @ 3-zQVLqR1l"" posts a bet of 4.00 (bomb pot bet)",2025-08-01T05:06:34.659Z,175402479465900
"Your hand is K♦, A♥, J♠, 2♥",2025-08-01T05:06:32.638Z,175402479263805
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (883.78) | #3 ""Ben @ Mn8Pxw4x79"" (1239.50) | #4 ""Barrett @ 6fIcaiOs9B"" (689.47) | #6 ""Tobi @ C5IYwkBaOk"" (793.00) | #8 ""xuyan @ g17hvTKmo8"" (548.88) | #9 ""BigD @ 3-zQVLqR1l"" (878.27)",2025-08-01T05:06:32.638Z,175402479263801
"-- starting hand #212 (id: oxa2hx55oukx)  (Pot Limit Omaha Hi) (dealer: ""Barrett @ 6fIcaiOs9B"") --",2025-08-01T05:06:32.638Z,175402479263800
"-- ending hand #211 --",2025-08-01T05:06:26.631Z,175402478663102
"""Barrett @ 6fIcaiOs9B"" collected 40.00 from pot with Flush (combination: K♥, Q♥, 9♥, 5♥, 4♥)",2025-08-01T05:06:26.631Z,175402478663101
"""Barrett @ 6fIcaiOs9B"" shows a 5♠, 4♥, 3♦, 5♥.",2025-08-01T05:06:26.631Z,175402478663100
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:06:25.751Z,175402478575100
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:06:24.347Z,175402478434700
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:06:20.691Z,175402478069100
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:06:19.852Z,175402477985200
"River: K♥, J♣, Q♥, 9♥ [7♣]",2025-08-01T05:06:16.011Z,175402477601100
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:06:15.202Z,175402477520200
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:06:13.885Z,175402477388500
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:06:08.577Z,175402476857700
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:06:05.983Z,175402476598300
"Turn: K♥, J♣, Q♥ [9♥]",2025-08-01T05:06:03.823Z,175402476382300
"""Tobi @ C5IYwkBaOk"" calls 8.00",2025-08-01T05:06:02.998Z,175402476299800
"""Barrett @ 6fIcaiOs9B"" calls 8.00",2025-08-01T05:05:56.541Z,175402475654100
"""Ben @ Mn8Pxw4x79"" calls 8.00",2025-08-01T05:05:54.783Z,175402475478300
"""BigD @ 3-zQVLqR1l"" bets 8.00",2025-08-01T05:05:50.905Z,175402475090500
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:05:44.700Z,175402474470000
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:05:41.811Z,175402474181100
"Flop:  [K♥, J♣, Q♥]",2025-08-01T05:05:38.520Z,175402473852000
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:05:37.658Z,175402473765800
"""Barrett @ 6fIcaiOs9B"" calls 2.00",2025-08-01T05:05:36.792Z,175402473679200
"""Ben @ Mn8Pxw4x79"" calls 2.00",2025-08-01T05:05:35.880Z,175402473588000
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:05:29.827Z,175402472982700
"""BigD @ 3-zQVLqR1l"" calls 2.00",2025-08-01T05:05:28.782Z,175402472878200
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:05:26.198Z,175402472619800
"""Tobi @ C5IYwkBaOk"" posts a big blind of 2.00",2025-08-01T05:05:24.105Z,175402472410509
"""Barrett @ 6fIcaiOs9B"" posts a small blind of 1.00",2025-08-01T05:05:24.105Z,175402472410508
"Your hand is Q♣, 6♥, J♠, 2♣",2025-08-01T05:05:24.105Z,175402472410505
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (883.78) | #3 ""Ben @ Mn8Pxw4x79"" (1249.50) | #4 ""Barrett @ 6fIcaiOs9B"" (659.47) | #6 ""Tobi @ C5IYwkBaOk"" (803.00) | #8 ""xuyan @ g17hvTKmo8"" (548.88) | #9 ""BigD @ 3-zQVLqR1l"" (888.27)",2025-08-01T05:05:24.105Z,175402472410501
"-- starting hand #211 (id: ja5ouvpbeh2f)  (Pot Limit Omaha Hi) (dealer: ""Ben @ Mn8Pxw4x79"") --",2025-08-01T05:05:24.105Z,175402472410500
"Undealt cards: 7♣, K♣, 7♥ [8♠, 9♥]",2025-08-01T05:05:19.488Z,175402471948800
"-- ending hand #210 --",2025-08-01T05:05:18.165Z,175402471816502
"""Greg @ bTWHIJcaFV"" collected 10.00 from pot",2025-08-01T05:05:18.165Z,175402471816501
"Uncalled bet of 10.00 returned to ""Greg @ bTWHIJcaFV""",2025-08-01T05:05:18.165Z,175402471816500
"""BigD @ 3-zQVLqR1l"" folds",2025-08-01T05:05:17.363Z,175402471736300
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:05:13.393Z,175402471339300
"""Barrett @ 6fIcaiOs9B"" folds",2025-08-01T05:05:10.443Z,175402471044300
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:05:06.926Z,175402470692600
"""Greg @ bTWHIJcaFV"" bets 10.00",2025-08-01T05:05:05.597Z,175402470559700
"""BigD @ 3-zQVLqR1l"" checks",2025-08-01T05:04:58.700Z,175402469870000
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:04:56.130Z,175402469613000
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:04:55.280Z,175402469528000
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:04:52.340Z,175402469234000
"Flop:  [7♣, K♣, 7♥]",2025-08-01T05:04:43.455Z,175402468345500
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:04:42.650Z,175402468265000
"""Ben @ Mn8Pxw4x79"" calls 2.00",2025-08-01T05:04:40.782Z,175402468078200
"""Greg @ bTWHIJcaFV"" calls 2.00",2025-08-01T05:04:39.352Z,175402467935200
"""BigD @ 3-zQVLqR1l"" calls 2.00",2025-08-01T05:04:32.524Z,175402467252400
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:04:29.766Z,175402466976600
"""Tobi @ C5IYwkBaOk"" calls 2.00",2025-08-01T05:04:28.857Z,175402466885700
"""Barrett @ 6fIcaiOs9B"" posts a big blind of 2.00",2025-08-01T05:04:25.796Z,175402466579609
"""Ben @ Mn8Pxw4x79"" posts a small blind of 1.00",2025-08-01T05:04:25.796Z,175402466579608
"Your hand is 8♣, J♠, 4♦, 8♥",2025-08-01T05:04:25.796Z,175402466579605
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (875.78) | #3 ""Ben @ Mn8Pxw4x79"" (1251.50) | #4 ""Barrett @ 6fIcaiOs9B"" (661.47) | #6 ""Tobi @ C5IYwkBaOk"" (805.00) | #8 ""xuyan @ g17hvTKmo8"" (548.88) | #9 ""BigD @ 3-zQVLqR1l"" (890.27)",2025-08-01T05:04:25.796Z,175402466579601
"-- starting hand #210 (id: o345a0g2f24p)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-01T05:04:25.796Z,175402466579600
"Undealt cards (second board): Q♥, 4♦, 8♠, 5♦ [K♦]",2025-08-01T05:04:21.204Z,175402466120401
"Undealt cards: 2♥, 8♥, 7♠, 5♣ [Q♣]",2025-08-01T05:04:21.204Z,175402466120400
"-- ending hand #209 --",2025-08-01T05:04:19.858Z,175402465985802
"""BigD @ 3-zQVLqR1l"" collected 60.00 from pot",2025-08-01T05:04:19.858Z,175402465985801
"Uncalled bet of 60.00 returned to ""BigD @ 3-zQVLqR1l""",2025-08-01T05:04:19.858Z,175402465985800
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:04:19.033Z,175402465903300
"""BigD @ 3-zQVLqR1l"" bets 60.00",2025-08-01T05:04:12.007Z,175402465200700
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:04:08.098Z,175402464809800
"Turn (second board): Q♥, 4♦, 8♠ [5♦]",2025-08-01T05:04:01.329Z,175402464132901
"Turn: 2♥, 8♥, 7♠ [5♣]",2025-08-01T05:04:01.329Z,175402464132900
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:04:00.475Z,175402464047500
"""Tobi @ C5IYwkBaOk"" calls 18.00",2025-08-01T05:03:59.563Z,175402463956300
"""Barrett @ 6fIcaiOs9B"" folds",2025-08-01T05:03:56.657Z,175402463665700
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:03:54.756Z,175402463475600
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:03:53.789Z,175402463378900
"""BigD @ 3-zQVLqR1l"" bets 18.00",2025-08-01T05:03:42.951Z,175402462295100
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:03:36.209Z,175402461620900
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:03:35.257Z,175402461525700
"""Barrett @ 6fIcaiOs9B"" checks",2025-08-01T05:03:32.011Z,175402461201100
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:03:29.667Z,175402460966700
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:03:21.122Z,175402460112200
"Flop (second board):  [Q♥, 4♦, 8♠]",2025-08-01T05:03:16.298Z,175402459629801
"Flop:  [2♥, 8♥, 7♠]",2025-08-01T05:03:16.298Z,175402459629800
"""Ben @ Mn8Pxw4x79"" calls 4.00 (bomb pot bet)",2025-08-01T05:03:15.486Z,175402459548600
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-08-01T05:03:14.596Z,175402459459600
"""BigD @ 3-zQVLqR1l"" calls 4.00 (bomb pot bet)",2025-08-01T05:03:13.779Z,175402459377900
"""xuyan @ g17hvTKmo8"" calls 4.00 (bomb pot bet)",2025-08-01T05:03:12.965Z,175402459296500
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-08-01T05:03:12.161Z,175402459216100
"""Barrett @ 6fIcaiOs9B"" posts a bet of 4.00 (bomb pot bet)",2025-08-01T05:03:11.297Z,175402459129700
"Your hand is 10♥, 9♦, 10♣, J♥",2025-08-01T05:03:09.285Z,175402458928505
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (879.78) | #3 ""Ben @ Mn8Pxw4x79"" (1255.50) | #4 ""Barrett @ 6fIcaiOs9B"" (665.47) | #6 ""Tobi @ C5IYwkBaOk"" (827.00) | #8 ""xuyan @ g17hvTKmo8"" (552.88) | #9 ""BigD @ 3-zQVLqR1l"" (852.27)",2025-08-01T05:03:09.285Z,175402458928501
"-- starting hand #209 (id: znm63ju1cn05)  (Pot Limit Omaha Hi) (dealer: ""BigD @ 3-zQVLqR1l"") --",2025-08-01T05:03:09.285Z,175402458928500
"""xuyan @ g17hvTKmo8"" shows a 3♥.",2025-08-01T05:03:05.861Z,175402458586100
