entry,at,order
"""xuyan @ g17hvTKmo8"" shows a 8♦, 3♦, 4♠, 8♠.",2025-08-01T05:37:14.518Z,175402663451801
"""Ben @ Mn8Pxw4x79"" shows a K♦, A♣, 5♦, 5♥.",2025-08-01T05:37:14.518Z,175402663451800
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:37:13.682Z,175402663368200
"""xuyan @ g17hvTKmo8"" calls 126.75",2025-08-01T05:37:11.876Z,175402663187600
"""Ben @ Mn8Pxw4x79"" bets 126.75",2025-08-01T05:37:10.385Z,175402663038500
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:37:03.343Z,175402662334300
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:37:01.044Z,175402662104400
"River (second board): A♠, 5♣, A♦, J♠ [2♥]",2025-08-01T05:36:57.252Z,175402661725201
"River: Q♥, 9♠, 8♥, 4♦ [2♣]",2025-08-01T05:36:57.252Z,175402661725200
"""Ben @ Mn8Pxw4x79"" calls 39.00",2025-08-01T05:36:56.444Z,175402661644400
"""Greg @ bTWHIJcaFV"" calls 39.00",2025-08-01T05:36:51.201Z,175402661120100
"""xuyan @ g17hvTKmo8"" bets 39.00",2025-08-01T05:36:48.068Z,175402660806800
"Turn (second board): A♠, 5♣, A♦ [J♠]",2025-08-01T05:36:43.228Z,175402660322801
"Turn: Q♥, 9♠, 8♥ [4♦]",2025-08-01T05:36:43.228Z,175402660322800
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:36:42.370Z,175402660237000
"""Ben @ Mn8Pxw4x79"" calls 12.00",2025-08-01T05:36:41.420Z,175402660142000
"""Greg @ bTWHIJcaFV"" calls 12.00",2025-08-01T05:36:38.914Z,175402659891400
"""xuyan @ g17hvTKmo8"" bets 12.00",2025-08-01T05:36:35.527Z,175402659552700
"Flop (second board):  [A♠, 5♣, A♦]",2025-08-01T05:36:30.718Z,175402659071801
"Flop:  [Q♥, 9♠, 8♥]",2025-08-01T05:36:30.718Z,175402659071800
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-08-01T05:36:29.887Z,175402658988700
"""xuyan @ g17hvTKmo8"" calls 4.00 (bomb pot bet)",2025-08-01T05:36:29.029Z,175402658902900
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-08-01T05:36:28.214Z,175402658821400
"""Ben @ Mn8Pxw4x79"" posts a bet of 4.00 (bomb pot bet)",2025-08-01T05:36:27.326Z,175402658732600
"Your hand is 7♣, 7♥, 7♦, 2♦",2025-08-01T05:36:25.310Z,175402658531004
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (1012.11) | #3 ""Ben @ Mn8Pxw4x79"" (1061.17) | #6 ""Tobi @ C5IYwkBaOk"" (811.25) | #8 ""xuyan @ g17hvTKmo8"" (493.13)",2025-08-01T05:36:25.310Z,175402658531001
"-- starting hand #247 (id: 5znhqaj5xemk)  (Pot Limit Omaha Hi) (dealer: ""Tobi @ C5IYwkBaOk"") --",2025-08-01T05:36:25.310Z,175402658531000
"Undealt cards: 3♣, 6♣, 2♦ [A♦, K♣]",2025-08-01T05:36:21.977Z,175402658197700
"-- ending hand #246 --",2025-08-01T05:36:19.401Z,175402657940102
"""Greg @ bTWHIJcaFV"" collected 17.25 from pot",2025-08-01T05:36:19.401Z,175402657940101
"Uncalled bet of 8.62 returned to ""Greg @ bTWHIJcaFV""",2025-08-01T05:36:19.401Z,175402657940100
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:36:18.547Z,175402657854700
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:36:17.171Z,175402657717100
"""Greg @ bTWHIJcaFV"" bets 8.62",2025-08-01T05:36:15.043Z,175402657504300
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:36:12.149Z,175402657214900
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:36:11.205Z,175402657120500
"Flop:  [3♣, 6♣, 2♦]",2025-08-01T05:36:08.593Z,175402656859300
"""xuyan @ g17hvTKmo8"" calls 5.75",2025-08-01T05:36:07.735Z,175402656773500
"""Tobi @ C5IYwkBaOk"" calls 5.75",2025-08-01T05:36:06.329Z,175402656632900
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:36:02.252Z,175402656225200
"""Greg @ bTWHIJcaFV"" raises to 5.75",2025-08-01T05:36:01.221Z,175402656122100
"""xuyan @ g17hvTKmo8"" posts a big blind of 2.00",2025-08-01T05:35:58.214Z,175402655821407
"""Tobi @ C5IYwkBaOk"" posts a small blind of 1.00",2025-08-01T05:35:58.214Z,175402655821406
"Your hand is 5♠, Q♣, 8♠, Q♠",2025-08-01T05:35:58.214Z,175402655821404
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (1000.61) | #3 ""Ben @ Mn8Pxw4x79"" (1061.17) | #6 ""Tobi @ C5IYwkBaOk"" (817.00) | #8 ""xuyan @ g17hvTKmo8"" (498.88)",2025-08-01T05:35:58.214Z,175402655821401
"-- starting hand #246 (id: xnni3lpa36ks)  (Pot Limit Omaha Hi) (dealer: ""Ben @ Mn8Pxw4x79"") --",2025-08-01T05:35:58.214Z,175402655821400
"-- ending hand #245 --",2025-08-01T05:35:55.292Z,175402655529202
"""Ben @ Mn8Pxw4x79"" collected 52.00 from pot",2025-08-01T05:35:55.292Z,175402655529201
"Uncalled bet of 26.00 returned to ""Ben @ Mn8Pxw4x79""",2025-08-01T05:35:55.292Z,175402655529200
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:35:54.430Z,175402655443000
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:35:53.503Z,175402655350300
"""Ben @ Mn8Pxw4x79"" bets 26.00",2025-08-01T05:35:50.314Z,175402655031400
"River (second board): 7♥, 4♠, 2♠, Q♥ [Q♦]",2025-08-01T05:35:41.678Z,175402654167801
"River: 7♠, J♣, K♠, 7♣ [8♠]",2025-08-01T05:35:41.678Z,175402654167800
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:35:40.864Z,175402654086400
"""xuyan @ g17hvTKmo8"" calls 12.00",2025-08-01T05:35:37.952Z,175402653795200
"""Tobi @ C5IYwkBaOk"" calls 12.00",2025-08-01T05:35:36.890Z,175402653689000
"""Ben @ Mn8Pxw4x79"" bets 12.00",2025-08-01T05:35:34.964Z,175402653496400
"Turn (second board): 7♥, 4♠, 2♠ [Q♥]",2025-08-01T05:35:29.940Z,175402652994001
"Turn: 7♠, J♣, K♠ [7♣]",2025-08-01T05:35:29.940Z,175402652994000
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:35:29.091Z,175402652909100
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:35:21.355Z,175402652135500
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:35:20.155Z,175402652015500
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:35:15.366Z,175402651536600
"Flop (second board):  [7♥, 4♠, 2♠]",2025-08-01T05:35:09.360Z,175402650936001
"Flop:  [7♠, J♣, K♠]",2025-08-01T05:35:09.360Z,175402650936000
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-08-01T05:35:08.550Z,175402650855000
"""Ben @ Mn8Pxw4x79"" calls 4.00 (bomb pot bet)",2025-08-01T05:35:07.747Z,175402650774700
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-08-01T05:35:06.923Z,175402650692300
"""xuyan @ g17hvTKmo8"" posts a bet of 4.00 (bomb pot bet)",2025-08-01T05:35:06.026Z,175402650602600
"Your hand is 6♦, A♥, 6♠, 10♥",2025-08-01T05:35:04.008Z,175402650400804
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (1004.61) | #3 ""Ben @ Mn8Pxw4x79"" (1025.17) | #6 ""Tobi @ C5IYwkBaOk"" (833.00) | #8 ""xuyan @ g17hvTKmo8"" (514.88)",2025-08-01T05:35:04.008Z,175402650400801
"-- starting hand #245 (id: ukmwvltxjepc)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-01T05:35:04.008Z,175402650400800
"-- ending hand #244 --",2025-08-01T05:34:58.000Z,175402649800002
"""Greg @ bTWHIJcaFV"" collected 29.00 from pot with Two Pair (combination: K♣, K♥, Q♠, Q♦, 8♦)",2025-08-01T05:34:58.000Z,175402649800001
"""Greg @ bTWHIJcaFV"" shows a 8♠, Q♠, 5♦, K♣.",2025-08-01T05:34:58.000Z,175402649800000
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:34:57.194Z,175402649719400
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:34:56.194Z,175402649619400
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:34:51.416Z,175402649141600
"River: 4♦, K♥, 8♦, Q♦ [6♦]",2025-08-01T05:34:46.536Z,175402648653600
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:34:45.722Z,175402648572200
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:34:44.766Z,175402648476600
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:34:43.915Z,175402648391500
"Turn: 4♦, K♥, 8♦ [Q♦]",2025-08-01T05:34:30.251Z,175402647025100
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:34:29.441Z,175402646944100
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:34:28.472Z,175402646847200
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:34:26.201Z,175402646620100
"Flop:  [4♦, K♥, 8♦]",2025-08-01T05:34:21.239Z,175402646123900
"""Tobi @ C5IYwkBaOk"" calls 9.00",2025-08-01T05:34:20.413Z,175402646041300
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:34:19.531Z,175402645953100
"""Greg @ bTWHIJcaFV"" calls 9.00",2025-08-01T05:34:15.042Z,175402645504200
"""xuyan @ g17hvTKmo8"" raises to 9.00",2025-08-01T05:34:11.777Z,175402645177700
"""Tobi @ C5IYwkBaOk"" calls 2.00",2025-08-01T05:34:08.981Z,175402644898100
"""Ben @ Mn8Pxw4x79"" posts a big blind of 2.00",2025-08-01T05:34:07.461Z,175402644746107
"""Greg @ bTWHIJcaFV"" posts a small blind of 1.00",2025-08-01T05:34:07.461Z,175402644746106
"Your hand is 6♥, A♣, 5♣, 10♣",2025-08-01T05:34:07.461Z,175402644746104
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (984.61) | #3 ""Ben @ Mn8Pxw4x79"" (1027.17) | #6 ""Tobi @ C5IYwkBaOk"" (842.00) | #8 ""xuyan @ g17hvTKmo8"" (523.88)",2025-08-01T05:34:07.461Z,175402644746101
"-- starting hand #244 (id: 3geghzs2esog)  (Pot Limit Omaha Hi) (dealer: ""xuyan @ g17hvTKmo8"") --",2025-08-01T05:34:07.461Z,175402644746100
"-- ending hand #243 --",2025-08-01T05:34:04.557Z,175402644455702
"""Ben @ Mn8Pxw4x79"" collected 160.00 from pot",2025-08-01T05:34:04.557Z,175402644455701
"Uncalled bet of 120.00 returned to ""Ben @ Mn8Pxw4x79""",2025-08-01T05:34:04.557Z,175402644455700
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:34:03.696Z,175402644369600
"""Ben @ Mn8Pxw4x79"" bets 120.00",2025-08-01T05:33:44.435Z,175402642443500
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:33:36.379Z,175402641637900
"River (second board): 4♥, J♥, 9♥, 4♣ [Q♣]",2025-08-01T05:33:29.924Z,175402640992401
"River: 8♥, J♠, 9♦, 7♦ [10♣]",2025-08-01T05:33:29.924Z,175402640992400
"""Greg @ bTWHIJcaFV"" calls 60.00",2025-08-01T05:33:29.017Z,175402640901700
"""Ben @ Mn8Pxw4x79"" raises to 60.00",2025-08-01T05:33:26.005Z,175402640600500
"""Greg @ bTWHIJcaFV"" bets 20.00",2025-08-01T05:33:13.701Z,175402639370100
"Turn (second board): 4♥, J♥, 9♥ [4♣]",2025-08-01T05:33:07.514Z,175402638751401
"Turn: 8♥, J♠, 9♦ [7♦]",2025-08-01T05:33:07.514Z,175402638751400
"""Greg @ bTWHIJcaFV"" calls 12.00",2025-08-01T05:33:06.663Z,175402638666300
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:33:03.833Z,175402638383300
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:33:02.903Z,175402638290300
"""Ben @ Mn8Pxw4x79"" bets 12.00",2025-08-01T05:33:01.827Z,175402638182700
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:32:55.052Z,175402637505200
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:32:50.982Z,175402637098200
"Flop (second board):  [4♥, J♥, 9♥]",2025-08-01T05:32:48.090Z,175402636809001
"Flop:  [8♥, J♠, 9♦]",2025-08-01T05:32:48.090Z,175402636809000
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-08-01T05:32:47.255Z,175402636725500
"""xuyan @ g17hvTKmo8"" calls 4.00 (bomb pot bet)",2025-08-01T05:32:46.341Z,175402636634100
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-08-01T05:32:45.513Z,175402636551300
"""Ben @ Mn8Pxw4x79"" posts a bet of 4.00 (bomb pot bet)",2025-08-01T05:32:44.688Z,175402636468800
"Your hand is 7♥, 4♦, 5♦, 8♠",2025-08-01T05:32:42.685Z,175402636268504
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (1060.61) | #3 ""Ben @ Mn8Pxw4x79"" (943.17) | #6 ""Tobi @ C5IYwkBaOk"" (846.00) | #8 ""xuyan @ g17hvTKmo8"" (527.88)",2025-08-01T05:32:42.685Z,175402636268501
"-- starting hand #243 (id: rsjqrkl2sksy)  (Pot Limit Omaha Hi) (dealer: ""Tobi @ C5IYwkBaOk"") --",2025-08-01T05:32:42.685Z,175402636268500
"-- ending hand #242 --",2025-08-01T05:32:36.648Z,175402635664802
"""Tobi @ C5IYwkBaOk"" collected 42.00 from pot with Two Pair (combination: 9♦, 9♠, 2♣, 2♠, Q♦)",2025-08-01T05:32:36.648Z,175402635664801
"""Tobi @ C5IYwkBaOk"" shows a 2♣, K♥, 8♥, 9♦.",2025-08-01T05:32:36.648Z,175402635664800
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:32:35.841Z,175402635584100
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:32:34.142Z,175402635414200
"River: 9♠, 7♥, 10♥, Q♦ [2♠]",2025-08-01T05:32:31.845Z,175402635184500
"""Greg @ bTWHIJcaFV"" checks",2025-08-01T05:32:30.973Z,175402635097300
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:32:28.020Z,175402634802000
"Turn: 9♠, 7♥, 10♥ [Q♦]",2025-08-01T05:32:24.834Z,175402634483400
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:32:24.020Z,175402634402000
"""Tobi @ C5IYwkBaOk"" calls 10.50",2025-08-01T05:32:22.662Z,175402634266200
"""Greg @ bTWHIJcaFV"" bets 10.50",2025-08-01T05:32:19.995Z,175402633999500
"""xuyan @ g17hvTKmo8"" checks",2025-08-01T05:32:14.575Z,175402633457500
"""Tobi @ C5IYwkBaOk"" checks",2025-08-01T05:32:13.492Z,175402633349200
"Flop:  [9♠, 7♥, 10♥]",2025-08-01T05:32:08.823Z,175402632882300
"""xuyan @ g17hvTKmo8"" calls 7.00",2025-08-01T05:32:07.938Z,175402632793800
"""Tobi @ C5IYwkBaOk"" calls 7.00",2025-08-01T05:32:02.700Z,175402632270000
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:32:00.349Z,175402632034900
"""Greg @ bTWHIJcaFV"" raises to 7.00",2025-08-01T05:31:58.111Z,175402631811100
"""xuyan @ g17hvTKmo8"" posts a big blind of 2.00",2025-08-01T05:31:50.558Z,175402631055808
"""Tobi @ C5IYwkBaOk"" posts a small blind of 1.00",2025-08-01T05:31:50.558Z,175402631055807
"Your hand is 2♣, K♥, 8♥, 9♦",2025-08-01T05:31:50.558Z,175402631055805
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (1078.11) | #3 ""Ben @ Mn8Pxw4x79"" (943.17) | #6 ""Tobi @ C5IYwkBaOk"" (821.50) | #8 ""xuyan @ g17hvTKmo8"" (534.88)",2025-08-01T05:31:50.558Z,175402631055802
"-- starting hand #242 (id: fjmyq6uyff0l)  (Pot Limit Omaha Hi) (dealer: ""Ben @ Mn8Pxw4x79"") --",2025-08-01T05:31:50.558Z,175402631055801
"Poker variant defined as ""Pot Limit Omaha Hi"" by the game type rotation.",2025-08-01T05:31:50.558Z,175402631055800
"""Tobi @ C5IYwkBaOk"" shows a J♠, 6♦.",2025-08-01T05:31:48.867Z,175402630886700
"Undealt cards:  [Q♥, J♦, 7♠, 9♣, K♦]",2025-08-01T05:31:45.330Z,175402630533000
"""xuyan @ g17hvTKmo8"" shows a 8♣, 10♦.",2025-08-01T05:31:45.318Z,175402630531800
"-- ending hand #241 --",2025-08-01T05:31:43.227Z,175402630322702
"""xuyan @ g17hvTKmo8"" collected 5.00 from pot",2025-08-01T05:31:43.227Z,175402630322701
"Uncalled bet of 5.00 returned to ""xuyan @ g17hvTKmo8""",2025-08-01T05:31:43.227Z,175402630322700
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:31:42.407Z,175402630240700
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:31:41.570Z,175402630157000
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:31:40.617Z,175402630061700
"""xuyan @ g17hvTKmo8"" raises to 7.00",2025-08-01T05:31:38.577Z,175402629857700
"""Tobi @ C5IYwkBaOk"" posts a big blind of 2.00",2025-08-01T05:31:36.218Z,175402629621807
"""Ben @ Mn8Pxw4x79"" posts a small blind of 1.00",2025-08-01T05:31:36.218Z,175402629621806
"Your hand is J♠, 6♦",2025-08-01T05:31:36.218Z,175402629621804
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (1078.11) | #3 ""Ben @ Mn8Pxw4x79"" (944.17) | #6 ""Tobi @ C5IYwkBaOk"" (823.50) | #8 ""xuyan @ g17hvTKmo8"" (531.88)",2025-08-01T05:31:36.218Z,175402629621801
"-- starting hand #241 (id: bgsyztbtztjb)  (No Limit Texas Hold'em) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-01T05:31:36.218Z,175402629621800
"""Ben @ Mn8Pxw4x79"" shows a 9♦.",2025-08-01T05:31:32.968Z,175402629296800
"Undealt cards: A♠, 8♥, A♣ [4♠, 8♠]",2025-08-01T05:31:30.499Z,175402629049900
"""Tobi @ C5IYwkBaOk"" shows a 10♣, 9♣.",2025-08-01T05:31:29.492Z,175402628949200
"-- ending hand #240 --",2025-08-01T05:31:28.909Z,175402628890902
"""Tobi @ C5IYwkBaOk"" collected 17.00 from pot",2025-08-01T05:31:28.909Z,175402628890901
"Uncalled bet of 10.00 returned to ""Tobi @ C5IYwkBaOk""",2025-08-01T05:31:28.909Z,175402628890900
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:31:28.051Z,175402628805100
"""Tobi @ C5IYwkBaOk"" bets 10.00",2025-08-01T05:31:27.090Z,175402628709000
"""Ben @ Mn8Pxw4x79"" checks",2025-08-01T05:31:23.063Z,175402628306300
"Flop:  [A♠, 8♥, A♣]",2025-08-01T05:31:21.217Z,175402628121700
"""Ben @ Mn8Pxw4x79"" calls 8.00",2025-08-01T05:31:20.362Z,175402628036200
"""Greg @ bTWHIJcaFV"" folds",2025-08-01T05:31:18.726Z,175402627872600
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:31:16.419Z,175402627641900
"""Tobi @ C5IYwkBaOk"" raises to 8.00",2025-08-01T05:31:15.455Z,175402627545500
"""Ben @ Mn8Pxw4x79"" posts a big blind of 2.00",2025-08-01T05:31:12.116Z,175402627211607
"""Greg @ bTWHIJcaFV"" posts a small blind of 1.00",2025-08-01T05:31:12.116Z,175402627211606
"Your hand is 10♣, 9♣",2025-08-01T05:31:12.116Z,175402627211604
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (1079.11) | #3 ""Ben @ Mn8Pxw4x79"" (952.17) | #6 ""Tobi @ C5IYwkBaOk"" (814.50) | #8 ""xuyan @ g17hvTKmo8"" (531.88)",2025-08-01T05:31:12.116Z,175402627211601
"-- starting hand #240 (id: wsbxnak11abs)  (No Limit Texas Hold'em) (dealer: ""xuyan @ g17hvTKmo8"") --",2025-08-01T05:31:12.116Z,175402627211600
"""Greg @ bTWHIJcaFV"" shows a K♠, 4♥.",2025-08-01T05:31:09.766Z,175402626976600
"-- ending hand #239 --",2025-08-01T05:31:05.491Z,175402626549102
"""Greg @ bTWHIJcaFV"" collected 2.00 from pot",2025-08-01T05:31:05.491Z,175402626549101
"Uncalled bet of 1.00 returned to ""Greg @ bTWHIJcaFV""",2025-08-01T05:31:05.491Z,175402626549100
"""xuyan @ g17hvTKmo8"" folds",2025-08-01T05:31:04.642Z,175402626464200
"""Tobi @ C5IYwkBaOk"" folds",2025-08-01T05:31:03.728Z,175402626372800
"""Ben @ Mn8Pxw4x79"" folds",2025-08-01T05:31:00.755Z,175402626075500
"""Greg @ bTWHIJcaFV"" posts a big blind of 2.00",2025-08-01T05:30:59.429Z,175402625942907
"""xuyan @ g17hvTKmo8"" posts a small blind of 1.00",2025-08-01T05:30:59.429Z,175402625942906
"Your hand is 9♠, Q♣",2025-08-01T05:30:59.429Z,175402625942904
