entry,at,order
"The player ""Ben @ Mn8Pxw4x79"" stand up with the stack of 452.00.",2025-07-31T05:35:53.555Z,175394015355500
"Undealt cards: J♠, 6♥, 8♣ [6♠, A♣]",2025-07-31T05:35:31.655Z,175394013165500
"""Tobi @ C5IYwkBaOk"" shows a 9♠, 4♥, 4♠, 4♦.",2025-07-31T05:35:30.448Z,175394013044800
"""Greg @ bTWHIJcaFV"" shows a 10♣, K♥, 2♠, K♣.",2025-07-31T05:35:27.625Z,175394012762500
"-- ending hand #202 --",2025-07-31T05:35:25.735Z,175394012573502
"""Greg @ bTWHIJcaFV"" collected 21.00 from pot",2025-07-31T05:35:25.735Z,175394012573501
"Uncalled bet of 10.50 returned to ""Greg @ bTWHIJcaFV""",2025-07-31T05:35:25.735Z,175394012573500
"""Ben @ Mn8Pxw4x79"" folds",2025-07-31T05:35:24.904Z,175394012490400
"""Tobi @ C5IYwkBaOk"" folds",2025-07-31T05:35:23.922Z,175394012392200
"""Greg @ bTWHIJcaFV"" bets 10.50",2025-07-31T05:35:22.467Z,175394012246700
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:35:20.144Z,175394012014400
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:35:17.760Z,175394011776000
"Flop:  [J♠, 6♥, 8♣]",2025-07-31T05:35:15.417Z,175394011541700
"""Ben @ Mn8Pxw4x79"" calls 7.00",2025-07-31T05:35:14.580Z,175394011458000
"""Tobi @ C5IYwkBaOk"" calls 7.00",2025-07-31T05:35:12.884Z,175394011288400
"The admin ""Tobi @ C5IYwkBaOk"" enqueued the game stop on next hand.",2025-07-31T05:35:09.422Z,175394010942200
"""Greg @ bTWHIJcaFV"" raises to 7.00",2025-07-31T05:35:06.244Z,175394010624400
"""Ben @ Mn8Pxw4x79"" posts a big blind of 2.00",2025-07-31T05:35:03.966Z,175394010396606
"""Tobi @ C5IYwkBaOk"" posts a small blind of 1.00",2025-07-31T05:35:03.966Z,175394010396605
"Your hand is 9♠, 4♥, 4♠, 4♦",2025-07-31T05:35:03.966Z,175394010396603
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2386.48) | #2 ""Tobi @ C5IYwkBaOk"" (962.77) | #6 ""Ben @ Mn8Pxw4x79"" (459.00)",2025-07-31T05:35:03.966Z,175394010396601
"-- starting hand #202 (id: p66to1uiallw)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-07-31T05:35:03.966Z,175394010396600
"""Tobi @ C5IYwkBaOk"" shows a 9♣.",2025-07-31T05:35:01.819Z,175394010181900
"""Tobi @ C5IYwkBaOk"" shows a J♣.",2025-07-31T05:35:01.285Z,175394010128500
"""Greg @ bTWHIJcaFV"" shows a 8♣, J♥, 6♥, 8♦.",2025-07-31T05:35:00.307Z,175394010030700
"-- ending hand #201 --",2025-07-31T05:34:59.653Z,175394009965302
"""Greg @ bTWHIJcaFV"" collected 48.00 from pot",2025-07-31T05:34:59.653Z,175394009965301
"Uncalled bet of 36.00 returned to ""Greg @ bTWHIJcaFV""",2025-07-31T05:34:59.653Z,175394009965300
"""Tobi @ C5IYwkBaOk"" folds",2025-07-31T05:34:58.810Z,175394009881000
"""Greg @ bTWHIJcaFV"" bets 36.00",2025-07-31T05:34:57.582Z,175394009758200
"River: 10♥, 2♦, K♦, 8♠ [A♠]",2025-07-31T05:34:53.952Z,175394009395200
"""Tobi @ C5IYwkBaOk"" calls 12.00",2025-07-31T05:34:53.111Z,175394009311100
"""Greg @ bTWHIJcaFV"" bets 12.00",2025-07-31T05:34:51.334Z,175394009133400
"Turn: 10♥, 2♦, K♦ [8♠]",2025-07-31T05:34:48.750Z,175394008875000
"""Tobi @ C5IYwkBaOk"" calls 6.00",2025-07-31T05:34:47.875Z,175394008787500
"""Greg @ bTWHIJcaFV"" bets 6.00",2025-07-31T05:34:46.237Z,175394008623700
"Flop:  [10♥, 2♦, K♦]",2025-07-31T05:34:43.646Z,175394008364600
"""Tobi @ C5IYwkBaOk"" calls 6.00",2025-07-31T05:34:42.802Z,175394008280200
"""Greg @ bTWHIJcaFV"" raises to 6.00",2025-07-31T05:34:40.952Z,175394008095200
"""Ben @ Mn8Pxw4x79"" folds",2025-07-31T05:34:36.297Z,175394007629700
"""Tobi @ C5IYwkBaOk"" posts a big blind of 2.00",2025-07-31T05:34:34.529Z,175394007452906
"""Greg @ bTWHIJcaFV"" posts a small blind of 1.00",2025-07-31T05:34:34.529Z,175394007452905
"Your hand is 9♣, J♣, 6♦, 2♠",2025-07-31T05:34:34.529Z,175394007452903
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2362.48) | #2 ""Tobi @ C5IYwkBaOk"" (986.77) | #6 ""Ben @ Mn8Pxw4x79"" (459.00)",2025-07-31T05:34:34.529Z,175394007452901
"-- starting hand #201 (id: 6m1grnpf1iyo)  (Pot Limit Omaha Hi) (dealer: ""Ben @ Mn8Pxw4x79"") --",2025-07-31T05:34:34.529Z,175394007452900
"""Greg @ bTWHIJcaFV"" shows a 6♦, 8♦, 2♣, Q♠.",2025-07-31T05:34:31.792Z,175394007179200
"Undealt cards (second board): 4♦, 10♥, K♦ [6♠, 7♦]",2025-07-31T05:34:29.431Z,175394006943101
"Undealt cards: 8♠, 4♣, A♦ [9♦, J♦]",2025-07-31T05:34:29.431Z,175394006943100
"-- ending hand #200 --",2025-07-31T05:34:27.922Z,175394006792202
"""Greg @ bTWHIJcaFV"" collected 12.00 from pot",2025-07-31T05:34:27.922Z,175394006792201
"Uncalled bet of 6.00 returned to ""Greg @ bTWHIJcaFV""",2025-07-31T05:34:27.922Z,175394006792200
"""Ben @ Mn8Pxw4x79"" folds",2025-07-31T05:34:27.053Z,175394006705300
"""Tobi @ C5IYwkBaOk"" folds",2025-07-31T05:34:25.740Z,175394006574000
"""Greg @ bTWHIJcaFV"" bets 6.00",2025-07-31T05:34:21.361Z,175394006136100
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:34:18.480Z,175394005848000
"Flop (second board):  [4♦, 10♥, K♦]",2025-07-31T05:34:14.628Z,175394005462801
"Flop:  [8♠, 4♣, A♦]",2025-07-31T05:34:14.628Z,175394005462800
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-07-31T05:34:13.738Z,175394005373800
"""Ben @ Mn8Pxw4x79"" calls 4.00 (bomb pot bet)",2025-07-31T05:34:12.929Z,175394005292900
"""Tobi @ C5IYwkBaOk"" posts a bet of 4.00 (bomb pot bet)",2025-07-31T05:34:12.108Z,175394005210800
"Your hand is A♠, 3♥, 3♦, 5♠",2025-07-31T05:34:10.033Z,175394005003303
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2354.48) | #2 ""Tobi @ C5IYwkBaOk"" (990.77) | #6 ""Ben @ Mn8Pxw4x79"" (463.00)",2025-07-31T05:34:10.033Z,175394005003301
"-- starting hand #200 (id: ipnfiv79mei8)  (Pot Limit Omaha Hi) (dealer: ""Tobi @ C5IYwkBaOk"") --",2025-07-31T05:34:10.033Z,175394005003300
"Undealt cards (second board): J♣, K♣, 2♦ [3♣, 8♦]",2025-07-31T05:34:05.714Z,175394004571401
"Undealt cards: 10♥, 3♠, 8♣ [K♦, J♥]",2025-07-31T05:34:05.714Z,175394004571400
"-- ending hand #199 --",2025-07-31T05:34:04.103Z,175394004410302
"""Greg @ bTWHIJcaFV"" collected 12.00 from pot",2025-07-31T05:34:04.103Z,175394004410301
"Uncalled bet of 9.00 returned to ""Greg @ bTWHIJcaFV""",2025-07-31T05:34:04.103Z,175394004410300
"""Ben @ Mn8Pxw4x79"" folds",2025-07-31T05:34:03.229Z,175394004322900
"""Tobi @ C5IYwkBaOk"" folds",2025-07-31T05:33:58.463Z,175394003846300
"""Greg @ bTWHIJcaFV"" bets 9.00",2025-07-31T05:33:51.697Z,175394003169700
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:33:48.832Z,175394002883200
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:33:43.979Z,175394002397900
"Flop (second board):  [J♣, K♣, 2♦]",2025-07-31T05:33:40.271Z,175394002027101
"Flop:  [10♥, 3♠, 8♣]",2025-07-31T05:33:40.271Z,175394002027100
"""Ben @ Mn8Pxw4x79"" calls 4.00 (bomb pot bet)",2025-07-31T05:33:39.411Z,175394001941100
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-07-31T05:33:38.569Z,175394001856900
"""Greg @ bTWHIJcaFV"" posts a bet of 4.00 (bomb pot bet)",2025-07-31T05:33:37.699Z,175394001769900
"Your hand is 5♥, 7♠, 4♣, 6♥",2025-07-31T05:33:35.668Z,175394001566803
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2346.48) | #2 ""Tobi @ C5IYwkBaOk"" (994.77) | #6 ""Ben @ Mn8Pxw4x79"" (467.00)",2025-07-31T05:33:35.668Z,175394001566801
"-- starting hand #199 (id: uwhvf2il3twi)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-07-31T05:33:35.668Z,175394001566800
"-- ending hand #198 --",2025-07-31T05:33:27.654Z,175394000765404
"""Tobi @ C5IYwkBaOk"" collected 30.00 from pot with One Pair on the second board  (combination: K♥, K♣, A♣, 9♦, 8♠)",2025-07-31T05:33:27.654Z,175394000765403
"""Greg @ bTWHIJcaFV"" collected 30.00 from pot with Flush (combination: Q♠, J♠, 7♠, 3♠, 2♠)",2025-07-31T05:33:27.654Z,175394000765402
"""Tobi @ C5IYwkBaOk"" shows a 5♥, 6♣, K♥, K♣.",2025-07-31T05:33:27.654Z,175394000765401
"""Greg @ bTWHIJcaFV"" shows a 6♠, J♠, Q♦, Q♠.",2025-07-31T05:33:27.654Z,175394000765400
"""Ben @ Mn8Pxw4x79"" folds",2025-07-31T05:33:26.830Z,175394000683000
"""Tobi @ C5IYwkBaOk"" calls 15.00",2025-07-31T05:33:25.264Z,175394000526400
"""Greg @ bTWHIJcaFV"" bets 15.00",2025-07-31T05:33:12.374Z,175393999237400
"River (second board): 4♦, 9♦, 8♠, 2♣ [A♣]",2025-07-31T05:33:07.865Z,175393998786501
"River: 3♠, 7♠, 2♠, K♦ [10♥]",2025-07-31T05:33:07.865Z,175393998786500
"""Ben @ Mn8Pxw4x79"" calls 6.00",2025-07-31T05:33:07.052Z,175393998705200
"""Tobi @ C5IYwkBaOk"" calls 6.00",2025-07-31T05:32:58.388Z,175393997838800
"""Greg @ bTWHIJcaFV"" bets 6.00",2025-07-31T05:32:55.573Z,175393997557300
"Turn (second board): 4♦, 9♦, 8♠ [2♣]",2025-07-31T05:32:52.336Z,175393997233601
"Turn: 3♠, 7♠, 2♠ [K♦]",2025-07-31T05:32:52.336Z,175393997233600
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:32:51.505Z,175393997150500
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:32:48.277Z,175393996827700
"""Greg @ bTWHIJcaFV"" checks",2025-07-31T05:32:45.366Z,175393996536600
"Flop (second board):  [4♦, 9♦, 8♠]",2025-07-31T05:32:40.584Z,175393996058401
"Flop:  [3♠, 7♠, 2♠]",2025-07-31T05:32:40.584Z,175393996058400
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-07-31T05:32:39.762Z,175393995976200
"""Greg @ bTWHIJcaFV"" calls 4.00 (bomb pot bet)",2025-07-31T05:32:38.923Z,175393995892300
"""Ben @ Mn8Pxw4x79"" posts a bet of 4.00 (bomb pot bet)",2025-07-31T05:32:38.044Z,175393995804400
"Your hand is 5♥, 6♣, K♥, K♣",2025-07-31T05:32:36.025Z,175393995602503
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2341.48) | #2 ""Tobi @ C5IYwkBaOk"" (989.77) | #6 ""Ben @ Mn8Pxw4x79"" (477.00)",2025-07-31T05:32:36.025Z,175393995602501
"-- starting hand #198 (id: g2lpgbic6ctf)  (Pot Limit Omaha Hi) (dealer: ""Ben @ Mn8Pxw4x79"") --",2025-07-31T05:32:36.025Z,175393995602500
"-- ending hand #197 --",2025-07-31T05:32:30.019Z,175393995001902
"""Greg @ bTWHIJcaFV"" collected 15.00 from pot with Two Pair (combination: A♥, A♣, 10♦, 10♣, J♥)",2025-07-31T05:32:30.019Z,175393995001901
"""Greg @ bTWHIJcaFV"" shows a 5♠, 10♦, 4♥, 10♣.",2025-07-31T05:32:30.019Z,175393995001900
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:32:29.205Z,175393994920500
"""Greg @ bTWHIJcaFV"" checks",2025-07-31T05:32:26.014Z,175393994601400
"River: J♥, 2♠, A♥, A♣ [2♦]",2025-07-31T05:32:23.316Z,175393994331600
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:32:22.510Z,175393994251000
"""Greg @ bTWHIJcaFV"" checks",2025-07-31T05:32:18.659Z,175393993865900
"Turn: J♥, 2♠, A♥ [A♣]",2025-07-31T05:32:17.141Z,175393993714100
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:32:16.330Z,175393993633000
"""Greg @ bTWHIJcaFV"" checks",2025-07-31T05:32:11.523Z,175393993152300
"Flop:  [J♥, 2♠, A♥]",2025-07-31T05:32:09.414Z,175393992941400
"""Ben @ Mn8Pxw4x79"" folds",2025-07-31T05:32:08.601Z,175393992860100
"""Tobi @ C5IYwkBaOk"" calls 6.50",2025-07-31T05:32:02.962Z,175393992296200
"""Greg @ bTWHIJcaFV"" raises to 6.50",2025-07-31T05:31:58.474Z,175393991847400
"""Ben @ Mn8Pxw4x79"" calls 2.00",2025-07-31T05:31:52.276Z,175393991227600
"""Tobi @ C5IYwkBaOk"" calls 2.00",2025-07-31T05:31:48.612Z,175393990861200
"""Greg @ bTWHIJcaFV"" posts a big blind of 2.00",2025-07-31T05:31:45.294Z,175393990529406
"""Ben @ Mn8Pxw4x79"" posts a small blind of 1.00",2025-07-31T05:31:45.294Z,175393990529405
"Your hand is 9♦, K♦, 8♥, Q♣",2025-07-31T05:31:45.294Z,175393990529403
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2332.98) | #2 ""Tobi @ C5IYwkBaOk"" (996.27) | #6 ""Ben @ Mn8Pxw4x79"" (479.00)",2025-07-31T05:31:45.294Z,175393990529401
"-- starting hand #197 (id: fopgrwqyhxpg)  (Pot Limit Omaha Hi) (dealer: ""Tobi @ C5IYwkBaOk"") --",2025-07-31T05:31:45.294Z,175393990529400
"-- ending hand #196 --",2025-07-31T05:31:37.236Z,175393989723603
"""Tobi @ C5IYwkBaOk"" collected 6.00 from pot with Two Pair on the second board  (combination: 8♥, 8♠, 6♦, 6♥, A♠)",2025-07-31T05:31:37.236Z,175393989723602
"""Tobi @ C5IYwkBaOk"" collected 6.00 from pot with One Pair (combination: 8♥, 8♣, A♥, K♥, 10♣)",2025-07-31T05:31:37.236Z,175393989723601
"""Tobi @ C5IYwkBaOk"" shows a 6♦, 8♥, 3♥, 10♣.",2025-07-31T05:31:37.236Z,175393989723600
"""Greg @ bTWHIJcaFV"" checks",2025-07-31T05:31:36.424Z,175393989642400
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:31:33.934Z,175393989393400
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:31:30.168Z,175393989016800
"River (second board): 2♦, A♠, 4♥, 6♥ [8♠]",2025-07-31T05:31:26.231Z,175393988623101
"River: A♥, 4♠, 8♣, Q♦ [K♥]",2025-07-31T05:31:26.231Z,175393988623100
"""Greg @ bTWHIJcaFV"" checks",2025-07-31T05:31:25.418Z,175393988541800
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:31:23.877Z,175393988387700
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:31:21.161Z,175393988116100
"Turn (second board): 2♦, A♠, 4♥ [6♥]",2025-07-31T05:31:19.153Z,175393987915301
"Turn: A♥, 4♠, 8♣ [Q♦]",2025-07-31T05:31:19.153Z,175393987915300
"""Greg @ bTWHIJcaFV"" checks",2025-07-31T05:31:18.298Z,175393987829800
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:31:16.912Z,175393987691200
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:31:14.207Z,175393987420700
"Flop (second board):  [2♦, A♠, 4♥]",2025-07-31T05:31:12.052Z,175393987205201
"Flop:  [A♥, 4♠, 8♣]",2025-07-31T05:31:12.052Z,175393987205200
"""Ben @ Mn8Pxw4x79"" calls 4.00 (bomb pot bet)",2025-07-31T05:31:11.226Z,175393987122600
"""Tobi @ C5IYwkBaOk"" calls 4.00 (bomb pot bet)",2025-07-31T05:31:10.422Z,175393987042200
"""Greg @ bTWHIJcaFV"" posts a bet of 4.00 (bomb pot bet)",2025-07-31T05:31:09.547Z,175393986954700
"Your hand is 6♦, 8♥, 3♥, 10♣",2025-07-31T05:31:07.487Z,175393986748703
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2336.98) | #2 ""Tobi @ C5IYwkBaOk"" (988.27) | #6 ""Ben @ Mn8Pxw4x79"" (483.00)",2025-07-31T05:31:07.487Z,175393986748701
"-- starting hand #196 (id: 1z8okyptbvle)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-07-31T05:31:07.487Z,175393986748700
"-- ending hand #195 --",2025-07-31T05:31:01.474Z,175393986147403
"""Tobi @ C5IYwkBaOk"" collected 48.00 from pot with Two Pair (combination: A♠, A♥, 4♠, 4♥, Q♠)",2025-07-31T05:31:01.474Z,175393986147402
"""Tobi @ C5IYwkBaOk"" shows a 10♠, A♠, 4♠, 10♣.",2025-07-31T05:31:01.474Z,175393986147401
"""Greg @ bTWHIJcaFV"" shows a 5♦, J♥, 6♦, A♦.",2025-07-31T05:31:01.474Z,175393986147400
"""Tobi @ C5IYwkBaOk"" calls 12.00",2025-07-31T05:31:00.652Z,175393986065200
"""Greg @ bTWHIJcaFV"" bets 12.00",2025-07-31T05:30:59.339Z,175393985933900
"River: A♥, 9♠, Q♠, 7♥ [4♥]",2025-07-31T05:30:56.824Z,175393985682400
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:30:56.000Z,175393985600000
"""Greg @ bTWHIJcaFV"" checks",2025-07-31T05:30:52.658Z,175393985265800
"Turn: A♥, 9♠, Q♠ [7♥]",2025-07-31T05:30:50.935Z,175393985093500
"""Tobi @ C5IYwkBaOk"" calls 6.00",2025-07-31T05:30:50.122Z,175393985012200
"""Greg @ bTWHIJcaFV"" bets 6.00",2025-07-31T05:30:47.528Z,175393984752800
"Flop:  [A♥, 9♠, Q♠]",2025-07-31T05:30:45.063Z,175393984506300
"""Tobi @ C5IYwkBaOk"" calls 6.00",2025-07-31T05:30:44.219Z,175393984421900
"""Greg @ bTWHIJcaFV"" raises to 6.00",2025-07-31T05:30:42.069Z,175393984206900
"""Ben @ Mn8Pxw4x79"" folds",2025-07-31T05:30:33.108Z,175393983310800
"""Tobi @ C5IYwkBaOk"" posts a big blind of 2.00",2025-07-31T05:30:31.654Z,175393983165406
"""Greg @ bTWHIJcaFV"" posts a small blind of 1.00",2025-07-31T05:30:31.654Z,175393983165405
"Your hand is 10♠, A♠, 4♠, 10♣",2025-07-31T05:30:31.654Z,175393983165403
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2360.98) | #2 ""Tobi @ C5IYwkBaOk"" (964.27) | #6 ""Ben @ Mn8Pxw4x79"" (483.00)",2025-07-31T05:30:31.654Z,175393983165401
"-- starting hand #195 (id: 9dm7olu8uand)  (Pot Limit Omaha Hi) (dealer: ""Ben @ Mn8Pxw4x79"") --",2025-07-31T05:30:31.654Z,175393983165400
"Undealt cards: 2♥, 6♠, A♣ [J♦, 7♥]",2025-07-31T05:30:30.288Z,175393983028800
"-- ending hand #194 --",2025-07-31T05:30:25.746Z,175393982574602
"""Greg @ bTWHIJcaFV"" collected 12.00 from pot",2025-07-31T05:30:25.746Z,175393982574601
"Uncalled bet of 6.00 returned to ""Greg @ bTWHIJcaFV""",2025-07-31T05:30:25.746Z,175393982574600
"""Ben @ Mn8Pxw4x79"" folds",2025-07-31T05:30:24.916Z,175393982491600
"""Greg @ bTWHIJcaFV"" bets 6.00",2025-07-31T05:30:22.505Z,175393982250500
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:30:13.489Z,175393981348900
"Flop:  [2♥, 6♠, A♣]",2025-07-31T05:30:11.362Z,175393981136200
"""Ben @ Mn8Pxw4x79"" calls 6.00",2025-07-31T05:30:10.546Z,175393981054600
"""Greg @ bTWHIJcaFV"" raises to 6.00",2025-07-31T05:30:07.151Z,175393980715100
"""Ben @ Mn8Pxw4x79"" calls 2.00",2025-07-31T05:30:04.602Z,175393980460200
"""Tobi @ C5IYwkBaOk"" folds",2025-07-31T05:29:59.563Z,175393979956300
"""Greg @ bTWHIJcaFV"" posts a big blind of 2.00",2025-07-31T05:29:56.776Z,175393979677606
"""Ben @ Mn8Pxw4x79"" posts a small blind of 1.00",2025-07-31T05:29:56.776Z,175393979677605
"Your hand is 3♣, 6♦, J♥, 9♦",2025-07-31T05:29:56.776Z,175393979677603
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2354.98) | #2 ""Tobi @ C5IYwkBaOk"" (964.27) | #6 ""Ben @ Mn8Pxw4x79"" (489.00)",2025-07-31T05:29:56.776Z,175393979677601
"-- starting hand #194 (id: 817x5rmbofdk)  (Pot Limit Omaha Hi) (dealer: ""Tobi @ C5IYwkBaOk"") --",2025-07-31T05:29:56.776Z,175393979677600
"-- ending hand #193 --",2025-07-31T05:29:50.772Z,175393979077202
"""Greg @ bTWHIJcaFV"" collected 75.00 from pot with Flush (combination: A♦, J♦, 8♦, 6♦, 2♦)",2025-07-31T05:29:50.772Z,175393979077201
"""Greg @ bTWHIJcaFV"" shows a 4♦, 6♦, 4♠, A♦.",2025-07-31T05:29:50.772Z,175393979077200
"""Ben @ Mn8Pxw4x79"" calls 22.50",2025-07-31T05:29:49.963Z,175393978996300
"""Greg @ bTWHIJcaFV"" bets 22.50",2025-07-31T05:29:46.937Z,175393978693700
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:29:44.435Z,175393978443500
"River: 8♦, J♦, 2♦, Q♥ [10♥]",2025-07-31T05:29:41.987Z,175393978198700
"""Ben @ Mn8Pxw4x79"" calls 9.00",2025-07-31T05:29:41.166Z,175393978116600
"""Greg @ bTWHIJcaFV"" bets 9.00",2025-07-31T05:29:37.664Z,175393977766400
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:29:31.907Z,175393977190700
"Turn: 8♦, J♦, 2♦ [Q♥]",2025-07-31T05:29:29.657Z,175393976965700
"""Ben @ Mn8Pxw4x79"" calls 3.00",2025-07-31T05:29:28.813Z,175393976881300
"""Tobi @ C5IYwkBaOk"" folds",2025-07-31T05:29:27.001Z,175393976700100
"""Greg @ bTWHIJcaFV"" bets 3.00",2025-07-31T05:29:23.691Z,175393976369100
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:29:20.948Z,175393976094800
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:29:18.973Z,175393975897300
"Flop:  [8♦, J♦, 2♦]",2025-07-31T05:29:11.638Z,175393975163800
"""Ben @ Mn8Pxw4x79"" checks",2025-07-31T05:29:10.797Z,175393975079700
"""Tobi @ C5IYwkBaOk"" calls 2.00",2025-07-31T05:29:09.006Z,175393974900600
"""Greg @ bTWHIJcaFV"" calls 2.00",2025-07-31T05:29:07.452Z,175393974745200
"""Ben @ Mn8Pxw4x79"" posts a big blind of 2.00",2025-07-31T05:29:05.887Z,175393974588706
"""Tobi @ C5IYwkBaOk"" posts a small blind of 1.00",2025-07-31T05:29:05.887Z,175393974588705
"Your hand is A♠, 3♠, 9♠, 3♥",2025-07-31T05:29:05.887Z,175393974588703
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2316.48) | #2 ""Tobi @ C5IYwkBaOk"" (966.27) | #6 ""Ben @ Mn8Pxw4x79"" (525.50)",2025-07-31T05:29:05.887Z,175393974588701
"-- starting hand #193 (id: jvxy5vkfmqnq)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-07-31T05:29:05.887Z,175393974588700
"-- ending hand #192 --",2025-07-31T05:29:02.981Z,175393974298102
"""Ben @ Mn8Pxw4x79"" collected 78.00 from pot",2025-07-31T05:29:02.981Z,175393974298101
"Uncalled bet of 58.50 returned to ""Ben @ Mn8Pxw4x79""",2025-07-31T05:29:02.981Z,175393974298100
"""Tobi @ C5IYwkBaOk"" folds",2025-07-31T05:29:02.161Z,175393974216100
"""Ben @ Mn8Pxw4x79"" bets 58.50",2025-07-31T05:29:00.435Z,175393974043500
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:28:50.594Z,175393973059400
"River: 9♥, 8♣, J♥, 9♣ [A♣]",2025-07-31T05:28:46.477Z,175393972647700
"""Tobi @ C5IYwkBaOk"" calls 19.50",2025-07-31T05:28:45.625Z,175393972562500
"""Ben @ Mn8Pxw4x79"" bets 19.50",2025-07-31T05:28:41.367Z,175393972136700
"""Tobi @ C5IYwkBaOk"" checks",2025-07-31T05:28:34.980Z,175393971498000
"Turn: 9♥, 8♣, J♥ [9♣]",2025-07-31T05:28:32.529Z,175393971252900
"""Ben @ Mn8Pxw4x79"" calls 13.00",2025-07-31T05:28:31.708Z,175393971170800
"""Tobi @ C5IYwkBaOk"" bets 13.00",2025-07-31T05:28:27.328Z,175393970732800
"Flop:  [9♥, 8♣, J♥]",2025-07-31T05:28:21.323Z,175393970132300
"""Tobi @ C5IYwkBaOk"" calls 6.00",2025-07-31T05:28:20.459Z,175393970045900
"""Greg @ bTWHIJcaFV"" folds",2025-07-31T05:28:16.673Z,175393969667300
"""Ben @ Mn8Pxw4x79"" raises to 6.00",2025-07-31T05:28:14.715Z,175393969471500
"""Tobi @ C5IYwkBaOk"" posts a big blind of 2.00",2025-07-31T05:28:07.850Z,175393968785006
"""Greg @ bTWHIJcaFV"" posts a small blind of 1.00",2025-07-31T05:28:07.850Z,175393968785005
"Your hand is Q♥, 5♠, J♠, A♥",2025-07-31T05:28:07.850Z,175393968785003
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (2317.48) | #2 ""Tobi @ C5IYwkBaOk"" (1004.77) | #6 ""Ben @ Mn8Pxw4x79"" (486.00)",2025-07-31T05:28:07.850Z,175393968785001
"-- starting hand #192 (id: ddlaghkchanz)  (Pot Limit Omaha Hi) (dealer: ""Ben @ Mn8Pxw4x79"") --",2025-07-31T05:28:07.850Z,175393968785000
"-- ending hand #191 --",2025-07-31T05:27:59.828Z,175393967982805
"""Tobi @ C5IYwkBaOk"" collected 12.00 from pot with Two Pair on the second board  (combination: K♠, K♣, Q♥, Q♠, J♠)",2025-07-31T05:27:59.828Z,175393967982804
"""Greg @ bTWHIJcaFV"" collected 12.00 from pot with Two Pair on the second board  (combination: K♥, K♣, Q♥, Q♠, J♣)",2025-07-31T05:27:59.828Z,175393967982803
"""Greg @ bTWHIJcaFV"" collected 24.00 from pot with Two Pair (combination: K♥, K♦, 6♠, 6♦, A♦)",2025-07-31T05:27:59.828Z,175393967982802
"""Tobi @ C5IYwkBaOk"" shows a J♠, K♠, J♦, 5♥.",2025-07-31T05:27:59.828Z,175393967982801
"""Greg @ bTWHIJcaFV"" shows a 7♥, K♥, 6♠, J♣.",2025-07-31T05:27:59.828Z,175393967982800
"""Tobi @ C5IYwkBaOk"" calls 12.00",2025-07-31T05:27:58.973Z,175393967897300
"""Greg @ bTWHIJcaFV"" bets 12.00",2025-07-31T05:27:56.174Z,175393967617400
