entry,at,order
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:28:53.472Z,175417733347200
"""Greg @ bTWHIJcaFV"" bets 3.00",2025-08-02T23:28:41.962Z,175417732196200
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:28:31.574Z,175417731157400
"Flop:  [J♥, 5♣, J♦]",2025-08-02T23:28:27.161Z,175417730716100
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:28:26.357Z,175417730635700
"""Greg @ bTWHIJcaFV"" raises to 3.00",2025-08-02T23:28:24.362Z,175417730436200
"""Big D @ 3-zQVLqR1l"" posts a big blind of 1.00",2025-08-02T23:28:22.361Z,175417730236105
"""Greg @ bTWHIJcaFV"" posts a small blind of 0.50",2025-08-02T23:28:22.361Z,175417730236104
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (629.02) | #6 ""Big D @ 3-zQVLqR1l"" (457.70)",2025-08-02T23:28:22.361Z,175417730236101
"-- starting hand #503 (id: h5t4j4inihkc)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-02T23:28:22.361Z,175417730236100
"-- ending hand #502 --",2025-08-02T23:28:19.434Z,175417729943402
"""Greg @ bTWHIJcaFV"" collected 48.00 from pot",2025-08-02T23:28:19.434Z,175417729943401
"Uncalled bet of 24.00 returned to ""Greg @ bTWHIJcaFV""",2025-08-02T23:28:19.434Z,175417729943400
"""Big D @ 3-zQVLqR1l"" folds",2025-08-02T23:28:18.627Z,175417729862700
"""Greg @ bTWHIJcaFV"" raises to 36.00",2025-08-02T23:28:09.626Z,175417728962600
"""Big D @ 3-zQVLqR1l"" bets 12.00",2025-08-02T23:28:06.414Z,175417728641400
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:28:01.196Z,175417728119600
"River: K♥, 7♥, K♠, Q♣ [10♦]",2025-08-02T23:27:58.337Z,175417727833700
"""Big D @ 3-zQVLqR1l"" calls 9.00",2025-08-02T23:27:57.526Z,175417727752600
"""Greg @ bTWHIJcaFV"" raises to 9.00",2025-08-02T23:27:55.769Z,175417727576900
"""Big D @ 3-zQVLqR1l"" bets 4.50",2025-08-02T23:27:48.379Z,175417726837900
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:27:41.248Z,175417726124800
"Turn: K♥, 7♥, K♠ [Q♣]",2025-08-02T23:27:38.298Z,175417725829800
"""Greg @ bTWHIJcaFV"" calls 2.00",2025-08-02T23:27:37.476Z,175417725747600
"""Big D @ 3-zQVLqR1l"" bets 2.00",2025-08-02T23:27:35.055Z,175417725505500
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:27:32.157Z,175417725215700
"Flop:  [K♥, 7♥, K♠]",2025-08-02T23:27:29.268Z,175417724926800
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:27:28.397Z,175417724839700
"""Big D @ 3-zQVLqR1l"" calls 1.00",2025-08-02T23:27:26.837Z,175417724683700
"""Greg @ bTWHIJcaFV"" posts a big blind of 1.00",2025-08-02T23:27:20.895Z,175417724089505
"""Big D @ 3-zQVLqR1l"" posts a small blind of 0.50",2025-08-02T23:27:20.895Z,175417724089504
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (605.02) | #6 ""Big D @ 3-zQVLqR1l"" (481.70)",2025-08-02T23:27:20.895Z,175417724089501
"-- starting hand #502 (id: 9wlznyaubupv)  (Pot Limit Omaha Hi) (dealer: ""Big D @ 3-zQVLqR1l"") --",2025-08-02T23:27:20.895Z,175417724089500
"-- ending hand #501 --",2025-08-02T23:27:17.983Z,175417723798302
"""Big D @ 3-zQVLqR1l"" collected 12.00 from pot",2025-08-02T23:27:17.983Z,175417723798301
"Uncalled bet of 12.00 returned to ""Big D @ 3-zQVLqR1l""",2025-08-02T23:27:17.983Z,175417723798300
"""Greg @ bTWHIJcaFV"" folds",2025-08-02T23:27:17.146Z,175417723714600
"""Big D @ 3-zQVLqR1l"" bets 12.00",2025-08-02T23:27:14.905Z,175417723490500
"River: 4♦, 6♥, 9♥, Q♠ [3♣]",2025-08-02T23:27:04.963Z,175417722496300
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:27:04.121Z,175417722412100
"""Greg @ bTWHIJcaFV"" bets 3.00",2025-08-02T23:27:02.174Z,175417722217400
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:26:59.585Z,175417721958500
"Turn: 4♦, 6♥, 9♥ [Q♠]",2025-08-02T23:26:49.581Z,175417720958100
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:26:48.768Z,175417720876800
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:26:46.682Z,175417720668200
"Flop:  [4♦, 6♥, 9♥]",2025-08-02T23:26:34.724Z,175417719472400
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:26:33.917Z,175417719391700
"""Greg @ bTWHIJcaFV"" raises to 3.00",2025-08-02T23:26:29.626Z,175417718962600
"""Big D @ 3-zQVLqR1l"" posts a big blind of 1.00",2025-08-02T23:26:27.545Z,175417718754505
"""Greg @ bTWHIJcaFV"" posts a small blind of 0.50",2025-08-02T23:26:27.545Z,175417718754504
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (611.02) | #6 ""Big D @ 3-zQVLqR1l"" (475.70)",2025-08-02T23:26:27.545Z,175417718754501
"-- starting hand #501 (id: tabqhkqsvfxe)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-02T23:26:27.545Z,175417718754500
"-- ending hand #500 --",2025-08-02T23:26:21.522Z,175417718152203
"""Big D @ 3-zQVLqR1l"" collected 180.00 from pot with Two Pair (combination: K♥, K♦, 10♣, 10♠, 6♣)",2025-08-02T23:26:21.522Z,175417718152202
"""Big D @ 3-zQVLqR1l"" shows a K♥, 10♣, J♦, 3♦.",2025-08-02T23:26:21.522Z,175417718152201
"""Greg @ bTWHIJcaFV"" shows a 9♥, 3♥, K♠, 7♦.",2025-08-02T23:26:21.522Z,175417718152200
"""Big D @ 3-zQVLqR1l"" calls 67.50",2025-08-02T23:26:20.706Z,175417718070600
"""Greg @ bTWHIJcaFV"" raises to 67.50",2025-08-02T23:26:18.966Z,175417717896600
"""Big D @ 3-zQVLqR1l"" bets 22.50",2025-08-02T23:26:13.702Z,175417717370200
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:26:07.900Z,175417716790000
"River: 3♣, K♦, 4♥, 6♣ [10♠]",2025-08-02T23:26:05.027Z,175417716502700
"""Greg @ bTWHIJcaFV"" calls 15.00",2025-08-02T23:26:04.200Z,175417716420000
"""Big D @ 3-zQVLqR1l"" bets 15.00",2025-08-02T23:25:58.008Z,175417715800800
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:25:53.115Z,175417715311500
"Turn: 3♣, K♦, 4♥ [6♣]",2025-08-02T23:25:48.872Z,175417714887200
"""Greg @ bTWHIJcaFV"" calls 4.50",2025-08-02T23:25:48.061Z,175417714806100
"""Big D @ 3-zQVLqR1l"" bets 4.50",2025-08-02T23:25:44.739Z,175417714473900
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:25:29.807Z,175417712980700
"Flop:  [3♣, K♦, 4♥]",2025-08-02T23:25:25.297Z,175417712529700
"""Greg @ bTWHIJcaFV"" calls 3.00",2025-08-02T23:25:24.472Z,175417712447200
"""Big D @ 3-zQVLqR1l"" raises to 3.00",2025-08-02T23:25:21.436Z,175417712143600
"""Greg @ bTWHIJcaFV"" posts a big blind of 1.00",2025-08-02T23:25:17.659Z,175417711765905
"""Big D @ 3-zQVLqR1l"" posts a small blind of 0.50",2025-08-02T23:25:17.659Z,175417711765904
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (701.02) | #6 ""Big D @ 3-zQVLqR1l"" (385.70)",2025-08-02T23:25:17.659Z,175417711765901
"-- starting hand #500 (id: planzpalxre3)  (Pot Limit Omaha Hi) (dealer: ""Big D @ 3-zQVLqR1l"") --",2025-08-02T23:25:17.659Z,175417711765900
"-- ending hand #499 --",2025-08-02T23:25:11.747Z,175417711174702
"""Big D @ 3-zQVLqR1l"" collected 10.00 from pot",2025-08-02T23:25:11.747Z,175417711174701
"Uncalled bet of 7.50 returned to ""Big D @ 3-zQVLqR1l""",2025-08-02T23:25:11.747Z,175417711174700
"""Greg @ bTWHIJcaFV"" folds",2025-08-02T23:25:10.914Z,175417711091400
"""Big D @ 3-zQVLqR1l"" bets 7.50",2025-08-02T23:25:07.998Z,175417710799800
"Turn: 8♦, 9♦, 6♠ [K♥]",2025-08-02T23:25:01.940Z,175417710194000
"""Greg @ bTWHIJcaFV"" calls 2.00",2025-08-02T23:25:01.129Z,175417710112900
"""Big D @ 3-zQVLqR1l"" raises to 2.00",2025-08-02T23:24:58.269Z,175417709826900
"""Greg @ bTWHIJcaFV"" bets 1.00",2025-08-02T23:24:53.112Z,175417709311200
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:24:50.402Z,175417709040200
"Flop:  [8♦, 9♦, 6♠]",2025-08-02T23:24:45.243Z,175417708524300
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:24:44.435Z,175417708443500
"""Greg @ bTWHIJcaFV"" raises to 3.00",2025-08-02T23:24:42.916Z,175417708291600
"""Big D @ 3-zQVLqR1l"" posts a big blind of 1.00",2025-08-02T23:24:41.041Z,175417708104105
"""Greg @ bTWHIJcaFV"" posts a small blind of 0.50",2025-08-02T23:24:41.041Z,175417708104104
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (706.02) | #6 ""Big D @ 3-zQVLqR1l"" (380.70)",2025-08-02T23:24:41.041Z,175417708104101
"-- starting hand #499 (id: 4p3sxn8wh1yo)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-02T23:24:41.041Z,175417708104100
"-- ending hand #498 --",2025-08-02T23:24:35.115Z,175417707511502
"""Big D @ 3-zQVLqR1l"" collected 6.00 from pot",2025-08-02T23:24:35.115Z,175417707511501
"Uncalled bet of 6.00 returned to ""Big D @ 3-zQVLqR1l""",2025-08-02T23:24:35.115Z,175417707511500
"""Greg @ bTWHIJcaFV"" folds",2025-08-02T23:24:34.254Z,175417707425400
"""Big D @ 3-zQVLqR1l"" bets 6.00",2025-08-02T23:24:32.109Z,175417707210900
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:24:26.793Z,175417706679300
"Flop:  [J♣, 2♣, 9♠]",2025-08-02T23:24:23.630Z,175417706363000
"""Greg @ bTWHIJcaFV"" calls 3.00",2025-08-02T23:24:22.817Z,175417706281700
"""Big D @ 3-zQVLqR1l"" raises to 3.00",2025-08-02T23:24:20.920Z,175417706092000
"""Greg @ bTWHIJcaFV"" posts a big blind of 1.00",2025-08-02T23:24:16.799Z,175417705679905
"""Big D @ 3-zQVLqR1l"" posts a small blind of 0.50",2025-08-02T23:24:16.799Z,175417705679904
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (709.02) | #6 ""Big D @ 3-zQVLqR1l"" (377.70)",2025-08-02T23:24:16.799Z,175417705679901
"-- starting hand #498 (id: m17lvflskcnq)  (Pot Limit Omaha Hi) (dealer: ""Big D @ 3-zQVLqR1l"") --",2025-08-02T23:24:16.799Z,175417705679900
"-- ending hand #497 --",2025-08-02T23:24:13.889Z,175417705388902
"""Greg @ bTWHIJcaFV"" collected 72.00 from pot",2025-08-02T23:24:13.889Z,175417705388901
"Uncalled bet of 36.00 returned to ""Greg @ bTWHIJcaFV""",2025-08-02T23:24:13.889Z,175417705388900
"""Big D @ 3-zQVLqR1l"" folds",2025-08-02T23:24:13.013Z,175417705301300
"""Greg @ bTWHIJcaFV"" bets 36.00",2025-08-02T23:24:07.694Z,175417704769400
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:24:02.806Z,175417704280600
"River: 9♣, J♣, 2♠, 7♦ [5♣]",2025-08-02T23:23:55.456Z,175417703545600
"""Big D @ 3-zQVLqR1l"" calls 18.00",2025-08-02T23:23:54.586Z,175417703458600
"""Greg @ bTWHIJcaFV"" bets 18.00",2025-08-02T23:23:51.478Z,175417703147800
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:23:48.884Z,175417702888400
"Turn: 9♣, J♣, 2♠ [7♦]",2025-08-02T23:23:44.047Z,175417702404700
"""Greg @ bTWHIJcaFV"" calls 9.00",2025-08-02T23:23:43.207Z,175417702320700
"""Big D @ 3-zQVLqR1l"" bets 9.00",2025-08-02T23:23:37.101Z,175417701710100
"Flop:  [9♣, J♣, 2♠]",2025-08-02T23:23:29.293Z,175417700929300
"""Greg @ bTWHIJcaFV"" calls 9.00",2025-08-02T23:23:28.485Z,175417700848500
"""Big D @ 3-zQVLqR1l"" raises to 9.00",2025-08-02T23:23:20.492Z,175417700049200
"""Greg @ bTWHIJcaFV"" raises to 3.00",2025-08-02T23:23:16.984Z,175417699698400
"""Big D @ 3-zQVLqR1l"" posts a big blind of 1.00",2025-08-02T23:23:09.671Z,175417698967105
"""Greg @ bTWHIJcaFV"" posts a small blind of 0.50",2025-08-02T23:23:09.671Z,175417698967104
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (673.02) | #6 ""Big D @ 3-zQVLqR1l"" (413.70)",2025-08-02T23:23:09.671Z,175417698967101
"-- starting hand #497 (id: smccge4lx1ls)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-02T23:23:09.671Z,175417698967100
"-- ending hand #496 --",2025-08-02T23:23:03.718Z,175417698371802
"""Big D @ 3-zQVLqR1l"" collected 2.00 from pot",2025-08-02T23:23:03.718Z,175417698371801
"Uncalled bet of 2.00 returned to ""Big D @ 3-zQVLqR1l""",2025-08-02T23:23:03.718Z,175417698371800
"""Greg @ bTWHIJcaFV"" folds",2025-08-02T23:23:02.886Z,175417698288600
"""Big D @ 3-zQVLqR1l"" bets 2.00",2025-08-02T23:22:58.713Z,175417697871300
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:22:50.557Z,175417697055700
"Flop:  [8♦, Q♠, K♣]",2025-08-02T23:22:45.689Z,175417696568900
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:22:44.866Z,175417696486600
"""Big D @ 3-zQVLqR1l"" calls 1.00",2025-08-02T23:22:35.804Z,175417695580400
"""Greg @ bTWHIJcaFV"" posts a big blind of 1.00",2025-08-02T23:22:31.543Z,175417695154305
"""Big D @ 3-zQVLqR1l"" posts a small blind of 0.50",2025-08-02T23:22:31.543Z,175417695154304
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (674.02) | #6 ""Big D @ 3-zQVLqR1l"" (412.70)",2025-08-02T23:22:31.543Z,175417695154301
"-- starting hand #496 (id: b08fxvyen3m0)  (Pot Limit Omaha Hi) (dealer: ""Big D @ 3-zQVLqR1l"") --",2025-08-02T23:22:31.543Z,175417695154300
"-- ending hand #495 --",2025-08-02T23:22:25.633Z,175417694563302
"""Greg @ bTWHIJcaFV"" collected 12.00 from pot",2025-08-02T23:22:25.633Z,175417694563301
"Uncalled bet of 6.00 returned to ""Greg @ bTWHIJcaFV""",2025-08-02T23:22:25.633Z,175417694563300
"""Big D @ 3-zQVLqR1l"" folds",2025-08-02T23:22:24.825Z,175417694482500
"""Greg @ bTWHIJcaFV"" bets 6.00",2025-08-02T23:22:22.273Z,175417694227300
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:22:15.072Z,175417693507200
"Turn: 7♣, 2♣, 7♥ [9♠]",2025-08-02T23:22:12.927Z,175417693292700
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:22:12.117Z,175417693211700
"""Greg @ bTWHIJcaFV"" bets 3.00",2025-08-02T23:22:08.646Z,175417692864600
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:22:01.402Z,175417692140200
"Flop:  [7♣, 2♣, 7♥]",2025-08-02T23:21:57.399Z,175417691739900
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:21:56.545Z,175417691654500
"""Greg @ bTWHIJcaFV"" raises to 3.00",2025-08-02T23:21:53.282Z,175417691328200
"""Big D @ 3-zQVLqR1l"" posts a big blind of 1.00",2025-08-02T23:21:50.583Z,175417691058305
"""Greg @ bTWHIJcaFV"" posts a small blind of 0.50",2025-08-02T23:21:50.583Z,175417691058304
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (668.02) | #6 ""Big D @ 3-zQVLqR1l"" (418.70)",2025-08-02T23:21:50.583Z,175417691058301
"-- starting hand #495 (id: uwgakyz0wwpy)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-02T23:21:50.583Z,175417691058300
"-- ending hand #494 --",2025-08-02T23:21:44.677Z,175417690467702
"""Big D @ 3-zQVLqR1l"" collected 4.00 from pot",2025-08-02T23:21:44.677Z,175417690467701
"Uncalled bet of 4.00 returned to ""Big D @ 3-zQVLqR1l""",2025-08-02T23:21:44.677Z,175417690467700
"""Greg @ bTWHIJcaFV"" folds",2025-08-02T23:21:43.827Z,175417690382700
"""Big D @ 3-zQVLqR1l"" bets 4.00",2025-08-02T23:21:39.019Z,175417689901900
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:21:33.578Z,175417689357800
"Turn: 3♦, 5♠, K♥ [J♠]",2025-08-02T23:21:28.744Z,175417688874400
"""Big D @ 3-zQVLqR1l"" calls 1.00",2025-08-02T23:21:27.893Z,175417688789300
"""Greg @ bTWHIJcaFV"" bets 1.00",2025-08-02T23:21:25.273Z,175417688527300
"Flop:  [3♦, 5♠, K♥]",2025-08-02T23:21:21.971Z,175417688197100
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:21:21.165Z,175417688116500
"""Big D @ 3-zQVLqR1l"" calls 1.00",2025-08-02T23:21:05.343Z,175417686534300
"""Greg @ bTWHIJcaFV"" posts a big blind of 1.00",2025-08-02T23:21:01.766Z,175417686176605
"""Big D @ 3-zQVLqR1l"" posts a small blind of 0.50",2025-08-02T23:21:01.766Z,175417686176604
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (670.02) | #6 ""Big D @ 3-zQVLqR1l"" (416.70)",2025-08-02T23:21:01.766Z,175417686176601
"-- starting hand #494 (id: 8zizkghffvd2)  (Pot Limit Omaha Hi) (dealer: ""Big D @ 3-zQVLqR1l"") --",2025-08-02T23:21:01.766Z,175417686176600
"-- ending hand #493 --",2025-08-02T23:20:55.752Z,175417685575202
"""Big D @ 3-zQVLqR1l"" collected 6.00 from pot",2025-08-02T23:20:55.752Z,175417685575201
"Uncalled bet of 4.50 returned to ""Big D @ 3-zQVLqR1l""",2025-08-02T23:20:55.752Z,175417685575200
"""Greg @ bTWHIJcaFV"" folds",2025-08-02T23:20:54.926Z,175417685492600
"""Big D @ 3-zQVLqR1l"" bets 4.50",2025-08-02T23:20:51.064Z,175417685106400
"Turn: K♣, K♦, 4♥ [8♥]",2025-08-02T23:20:43.825Z,175417684382500
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:20:43.021Z,175417684302100
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:20:37.224Z,175417683722400
"Flop:  [K♣, K♦, 4♥]",2025-08-02T23:20:33.008Z,175417683300800
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:20:32.139Z,175417683213900
"""Greg @ bTWHIJcaFV"" raises to 3.00",2025-08-02T23:20:30.608Z,175417683060800
"""Big D @ 3-zQVLqR1l"" posts a big blind of 1.00",2025-08-02T23:20:22.884Z,175417682288405
"""Greg @ bTWHIJcaFV"" posts a small blind of 0.50",2025-08-02T23:20:22.884Z,175417682288404
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (673.02) | #6 ""Big D @ 3-zQVLqR1l"" (413.70)",2025-08-02T23:20:22.884Z,175417682288401
"-- starting hand #493 (id: xnw9pjodepkz)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-02T23:20:22.884Z,175417682288400
"-- ending hand #492 --",2025-08-02T23:20:16.970Z,175417681697002
"""Big D @ 3-zQVLqR1l"" collected 6.00 from pot",2025-08-02T23:20:16.970Z,175417681697001
"Uncalled bet of 6.00 returned to ""Big D @ 3-zQVLqR1l""",2025-08-02T23:20:16.970Z,175417681697000
"""Greg @ bTWHIJcaFV"" folds",2025-08-02T23:20:16.117Z,175417681611700
"""Big D @ 3-zQVLqR1l"" raises to 9.00",2025-08-02T23:20:06.893Z,175417680689300
"""Greg @ bTWHIJcaFV"" raises to 3.00",2025-08-02T23:20:00.597Z,175417680059700
"""Big D @ 3-zQVLqR1l"" calls 1.00",2025-08-02T23:19:52.798Z,175417679279800
"""Greg @ bTWHIJcaFV"" posts a big blind of 1.00",2025-08-02T23:19:49.855Z,175417678985505
"""Big D @ 3-zQVLqR1l"" posts a small blind of 0.50",2025-08-02T23:19:49.855Z,175417678985504
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (676.02) | #6 ""Big D @ 3-zQVLqR1l"" (410.70)",2025-08-02T23:19:49.855Z,175417678985501
"-- starting hand #492 (id: 4ppi9g0bjpxk)  (Pot Limit Omaha Hi) (dealer: ""Big D @ 3-zQVLqR1l"") --",2025-08-02T23:19:49.855Z,175417678985500
"-- ending hand #491 --",2025-08-02T23:19:43.822Z,175417678382202
"""Greg @ bTWHIJcaFV"" collected 24.00 from pot with One Pair (combination: J♥, J♦, 9♥, 8♦, 5♠)",2025-08-02T23:19:43.822Z,175417678382201
"""Greg @ bTWHIJcaFV"" shows a 2♣, J♥, 5♠, 2♥.",2025-08-02T23:19:43.822Z,175417678382200
"""Greg @ bTWHIJcaFV"" checks",2025-08-02T23:19:43.015Z,175417678301500
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:19:41.550Z,175417678155000
"River: 4♠, 9♥, J♦, 3♠ [8♦]",2025-08-02T23:19:37.817Z,175417677781700
"""Big D @ 3-zQVLqR1l"" calls 6.00",2025-08-02T23:19:37.009Z,175417677700900
"""Greg @ bTWHIJcaFV"" bets 6.00",2025-08-02T23:19:34.773Z,175417677477300
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:19:29.628Z,175417676962800
"Turn: 4♠, 9♥, J♦ [3♠]",2025-08-02T23:19:26.345Z,175417676634500
"""Big D @ 3-zQVLqR1l"" calls 3.00",2025-08-02T23:19:25.468Z,175417676546800
"""Greg @ bTWHIJcaFV"" bets 3.00",2025-08-02T23:19:23.733Z,175417676373300
"""Big D @ 3-zQVLqR1l"" checks",2025-08-02T23:19:19.713Z,175417675971300
"Flop:  [4♠, 9♥, J♦]",2025-08-02T23:19:10.135Z,175417675013500
"""Greg @ bTWHIJcaFV"" calls 3.00",2025-08-02T23:19:09.319Z,175417674931900
"""Big D @ 3-zQVLqR1l"" raises to 3.00",2025-08-02T23:18:56.966Z,175417673696600
"""Greg @ bTWHIJcaFV"" calls 1.00",2025-08-02T23:18:53.034Z,175417673303400
"""Big D @ 3-zQVLqR1l"" posts a big blind of 1.00",2025-08-02T23:18:51.282Z,175417673128205
"""Greg @ bTWHIJcaFV"" posts a small blind of 0.50",2025-08-02T23:18:51.282Z,175417673128204
"Player stacks: #1 ""Greg @ bTWHIJcaFV"" (664.02) | #6 ""Big D @ 3-zQVLqR1l"" (422.70)",2025-08-02T23:18:51.282Z,175417673128201
"-- starting hand #491 (id: bjyo0o0rm1yi)  (Pot Limit Omaha Hi) (dealer: ""Greg @ bTWHIJcaFV"") --",2025-08-02T23:18:51.282Z,175417673128200
"-- ending hand #490 --",2025-08-02T23:18:45.220Z,175417672522002
"""Greg @ bTWHIJcaFV"" collected 96.00 from pot with Straight (combination: Q♠, J♣, 10♥, 9♥, 8♣)",2025-08-02T23:18:45.220Z,175417672522001
"""Greg @ bTWHIJcaFV"" shows a 2♦, J♣, A♠, 10♥.",2025-08-02T23:18:45.220Z,175417672522000
"""Big D @ 3-zQVLqR1l"" calls 24.00",2025-08-02T23:18:44.396Z,175417672439600
"""Greg @ bTWHIJcaFV"" bets 24.00",2025-08-02T23:18:31.657Z,175417671165700
"River: 8♣, 9♥, Q♠, 6♥ [9♠]",2025-08-02T23:18:26.756Z,175417670675600
"""Big D @ 3-zQVLqR1l"" calls 12.00",2025-08-02T23:18:25.922Z,175417670592200
